State,County/ Congressional District,Veteran Population,Year
Kansas,HODGEMAN,117,2010
Kansas,JACKSON,1183,2010
Kansas,JEFFERSON,1834,2010
Kansas,JEWELL,405,2010
Kansas,JOHNSON,35734,2010
Kansas,KEARNY,265,2010
Kansas,KINGMAN,910,2010
Kansas,KIOWA,251,2010
Kansas,LABETTE,1848,2010
Kansas,LANE,132,2010
Kansas,LEAVENWORTH,9602,2010
Kansas,LINCOLN,422,2010
Kansas,LINN,872,2010
Kansas,LOGAN,210,2010
Kansas,LYON,2232,2010
Kansas,MCPHERSON,2105,2010
Kansas,MARION,1006,2010
Kansas,MARSHALL,960,2010
Kansas,MEADE,424,2010
Kansas,MIAMI,2895,2010
Kansas,MITCHELL,485,2010
Kansas,MONTGOMERY,3296,2010
Kansas,MORRIS,690,2010
Kansas,MORTON,244,2010
Kansas,NEMAHA,810,2010
Kansas,NEOSHO,1757,2010
Kansas,NESS,288,2010
Kansas,NORTON,655,2010
Kansas,OSAGE,1914,2010
Kansas,OSBORNE,404,2010
Kansas,OTTAWA,605,2010
Kansas,PAWNEE,844,2010
Kansas,PHILLIPS,455,2010
Kansas,POTTAWATOMIE,1767,2010
Kansas,PRATT,873,2010
Kansas,RAWLINS,272,2010
Kansas,RENO,5639,2010
Kansas,REPUBLIC,517,2010
Kansas,RICE,866,2010
Kansas,RILEY,5162,2010
Kansas,ROOKS,505,2010
Kansas,RUSH,287,2010
Kansas,RUSSELL,621,2010
Kansas,SALINE,5366,2010
Kansas,SCOTT,274,2010
Kansas,SEDGWICK,39958,2010
Kansas,SEWARD,1076,2010
Kansas,SHAWNEE,16817,2010
Kansas,SHERIDAN,257,2010
Kansas,SHERMAN,347,2010
Kansas,SMITH,459,2010
Kansas,STAFFORD,435,2010
Kansas,STANTON,104,2010
Kansas,STEVENS,419,2010
Kansas,SUMNER,2296,2010
Kansas,THOMAS,541,2010
Kansas,TREGO,302,2010
Kansas,WABAUNSEE,648,2010
Kansas,WALLACE,108,2010
Kansas,WASHINGTON,610,2010
Kansas,WICHITA,167,2010
Kansas,WILSON,913,2010
Kansas,WOODSON,442,2010
Kansas,WYANDOTTE,10515,2010
Kentucky,ADAIR,1321,2010
Kentucky,ALLEN,1417,2010
Kentucky,ANDERSON,1738,2010
Kentucky,BALLARD,736,2010
Kentucky,BARREN,2800,2010
Kentucky,BATH,660,2010
Kentucky,BELL,1797,2010
Kentucky,BOONE,8232,2010
Kentucky,BOURBON,1558,2010
Kentucky,BOYD,4850,2010
Kentucky,BOYLE,2287,2010
Kentucky,BRACKEN,514,2010
Kentucky,BREATHITT,687,2010
Kentucky,BRECKINRIDGE,1763,2010
Kentucky,BULLITT,6214,2010
Kentucky,BUTLER,999,2010
Kentucky,CALDWELL,1141,2010
Kentucky,CALLOWAY,2595,2010
Kentucky,CAMPBELL,7066,2010
Kentucky,CARLISLE,434,2010
Kentucky,CARROLL,787,2010
Kentucky,CARTER,2066,2010
Kentucky,CASEY,1234,2010
Kentucky,CHRISTIAN,8159,2010
Kentucky,CLARK,2811,2010
Kentucky,CLAY,915,2010
Kentucky,CLINTON,660,2010
Kentucky,CRITTENDEN,771,2010
Kentucky,CUMBERLAND,528,2010
Kentucky,DAVIESS,7837,2010
Kentucky,EDMONSON,906,2010
Kentucky,ELLIOTT,461,2010
Kentucky,ESTILL,869,2010
Kentucky,FAYETTE,19689,2010
Kentucky,FLEMING,1004,2010
Kentucky,FLOYD,2466,2010
Kentucky,FRANKLIN,4376,2010
Kentucky,FULTON,640,2010
Kentucky,GALLATIN,570,2010
Kentucky,GARRARD,1216,2010
Kentucky,GRANT,1687,2010
Kentucky,GRAVES,2803,2010
Kentucky,GRAYSON,1557,2010
Kentucky,GREEN,913,2010
Kentucky,GREENUP,3389,2010
Kentucky,HANCOCK,888,2010
Kentucky,HARDIN,14009,2010
Kentucky,HARLAN,2346,2010
Kentucky,HARRISON,1473,2010
Kentucky,HART,1305,2010
Kentucky,HENDERSON,3431,2010
Kentucky,HENRY,1032,2010
Kentucky,HICKMAN,437,2010
Kentucky,HOPKINS,4055,2010
Kentucky,JACKSON,711,2010
Kentucky,JEFFERSON,57714,2010
Kentucky,JESSAMINE,3301,2010
Kentucky,JOHNSON,1456,2010
Kentucky,KENTON,11664,2010
Kentucky,KNOTT,992,2010
Kentucky,KNOX,2353,2010
Kentucky,LARUE,1138,2010
Kentucky,LAUREL,4331,2010
Kentucky,LAWRENCE,1040,2010
Kentucky,LEE,400,2010
Kentucky,LESLIE,433,2010
Kentucky,LETCHER,1198,2010
Kentucky,LEWIS,890,2010
Kentucky,LINCOLN,2039,2010
Kentucky,LIVINGSTON,812,2010
Kentucky,LOGAN,2172,2010
Kentucky,LYON,1083,2010
Kentucky,MCCRACKEN,6158,2010
Kentucky,MCCREARY,1218,2010
Kentucky,MCLEAN,808,2010
Kentucky,MADISON,5552,2010
Kentucky,MAGOFFIN,506,2010
Kentucky,MARION,1286,2010
Kentucky,MARSHALL,2972,2010
Kentucky,MARTIN,713,2010
Kentucky,MASON,1342,2010
Kentucky,MEADE,3272,2010
Kentucky,MENIFEE,465,2010
Kentucky,MERCER,1632,2010
Kentucky,METCALFE,676,2010
Kentucky,MONROE,914,2010
Kentucky,MONTGOMERY,1866,2010
Kentucky,MORGAN,669,2010
Kentucky,MUHLENBERG,2344,2010
Kentucky,NELSON,3428,2010
Kentucky,NICHOLAS,426,2010
Kentucky,OHIO,1767,2010
Kentucky,OLDHAM,4566,2010
Kentucky,OWEN,948,2010
Kentucky,OWSLEY,397,2010
Kentucky,PENDLETON,1017,2010
Kentucky,PERRY,1800,2010
Kentucky,PIKE,3810,2010
Kentucky,POWELL,884,2010
Kentucky,PULASKI,5220,2010
Kentucky,ROBERTSON,164,2010
Kentucky,ROCKCASTLE,1192,2010
Kentucky,ROWAN,1203,2010
Kentucky,RUSSELL,1445,2010
Kentucky,SCOTT,2907,2010
Kentucky,SHELBY,3709,2010
Kentucky,SIMPSON,1186,2010
Kentucky,SPENCER,1245,2010
Kentucky,TAYLOR,1736,2010
Kentucky,TODD,832,2010
Kentucky,TRIGG,1596,2010
Kentucky,TRIMBLE,623,2010
Kentucky,UNION,1194,2010
Kentucky,WARREN,7769,2010
Kentucky,WASHINGTON,715,2010
Kentucky,WAYNE,1315,2010
Kentucky,WEBSTER,975,2010
Kentucky,WHITLEY,2413,2010
Kentucky,WOLFE,561,2010
Kentucky,WOODFORD,2082,2010
Louisiana,ACADIA PARISH,3495,2010
Louisiana,ALLEN PARISH,1755,2010
Louisiana,ASCENSION PARISH,6508,2010
Louisiana,ASSUMPTION PARISH,1397,2010
Louisiana,AVOYELLES PARISH,2985,2010
Louisiana,BEAUREGARD PARISH,3804,2010
Louisiana,BIENVILLE PARISH,1190,2010
Louisiana,BOSSIER PARISH,13029,2010
Louisiana,CADDO PARISH,21068,2010
Louisiana,CALCASIEU PARISH,15801,2010
Louisiana,CALDWELL PARISH,801,2010
Louisiana,CAMERON PARISH,601,2010
Louisiana,CATAHOULA PARISH,736,2010
Louisiana,CLAIBORNE PARISH,1342,2010
Louisiana,CONCORDIA PARISH,1174,2010
Louisiana,DE SOTO PARISH,2059,2010
Louisiana,EAST BATON ROUGE PARISH,27875,2010
Louisiana,EAST CARROLL PARISH,309,2010
Louisiana,EAST FELICIANA PARISH,1609,2010
Louisiana,EVANGELINE PARISH,1932,2010
Louisiana,FRANKLIN PARISH,1432,2010
Louisiana,GRANT PARISH,2017,2010
Louisiana,IBERIA PARISH,4772,2010
Louisiana,IBERVILLE PARISH,2140,2010
Louisiana,JACKSON PARISH,1144,2010
Louisiana,JEFFERSON PARISH,30152,2010
Louisiana,JEFFERSON DAVIS PARISH,2220,2010
Louisiana,LAFAYETTE PARISH,14662,2010
Louisiana,LAFOURCHE PARISH,4880,2010
Louisiana,LA SALLE PARISH,1050,2010
Louisiana,LINCOLN PARISH,2582,2010
Louisiana,LIVINGSTON PARISH,8674,2010
Louisiana,MADISON PARISH,1119,2010
Louisiana,MOREHOUSE PARISH,1930,2010
Louisiana,NATCHITOCHES PARISH,2732,2010
Louisiana,ORLEANS PARISH,17786,2010
Louisiana,OUACHITA PARISH,10028,2010
Louisiana,PLAQUEMINES PARISH,1659,2010
Louisiana,POINTE COUPEE PARISH,1570,2010
Louisiana,RAPIDES PARISH,11991,2010
Louisiana,RED RIVER PARISH,610,2010
Louisiana,RICHLAND PARISH,1209,2010
Louisiana,SABINE PARISH,2134,2010
Louisiana,SAINT BERNARD PARISH,1316,2010
Louisiana,SAINT CHARLES PARISH,3310,2010
Louisiana,SAINT HELENA PARISH,791,2010
Louisiana,SAINT JAMES PARISH,1404,2010
Louisiana,SAINT JOHN THE BAPTIST PARISH,3143,2010
Louisiana,SAINT LANDRY PARISH,4461,2010
Louisiana,SAINT MARTIN PARISH,2844,2010
Louisiana,SAINT MARY PARISH,3693,2010
Louisiana,SAINT TAMMANY PARISH,21126,2010
Louisiana,TANGIPAHOA PARISH,8290,2010
Louisiana,TENSAS PARISH,377,2010
Louisiana,TERREBONNE PARISH,7229,2010
Louisiana,UNION PARISH,1524,2010
Louisiana,VERMILION PARISH,3421,2010
Louisiana,VERNON PARISH,6073,2010
Louisiana,WASHINGTON PARISH,3659,2010
Louisiana,WEBSTER PARISH,3491,2010
Louisiana,WEST BATON ROUGE PARISH,1460,2010
Louisiana,WEST CARROLL PARISH,698,2010
Louisiana,WEST FELICIANA PARISH,1252,2010
Louisiana,WINN PARISH,1008,2010
Maine,ANDROSCOGGIN,11576,2010
Maine,AROOSTOOK,7796,2010
Maine,CUMBERLAND,23815,2010
Maine,FRANKLIN,2798,2010
Maine,HANCOCK,5792,2010
Maine,KENNEBEC,13796,2010
Maine,KNOX,4490,2010
Maine,LINCOLN,4357,2010
Maine,OXFORD,6591,2010
Maine,PENOBSCOT,14646,2010
Maine,PISCATAQUIS,2226,2010
Maine,SAGADAHOC,4636,2010
Maine,SOMERSET,5835,2010
Maine,WALDO,4396,2010
Maine,WASHINGTON,4089,2010
Maine,YORK,20547,2010
Maryland,ALLEGANY,7877,2010
Maryland,ANNE ARUNDEL,56089,2010
Maryland,BALTIMORE,63275,2010
Maryland,CALVERT,8986,2010
Maryland,CAROLINE,2995,2010
Maryland,CARROLL,13194,2010
Maryland,CECIL,9572,2010
Maryland,CHARLES,16392,2010
Maryland,DORCHESTER,3109,2010
Maryland,FREDERICK,18566,2010
Maryland,GARRETT,2312,2010
Maryland,HARFORD,23694,2010
Maryland,HOWARD,19332,2010
Maryland,KENT,2073,2010
Maryland,MONTGOMERY,52907,2010
Maryland,PRINCE GEORGE'S,64735,2010
Maryland,QUEEN ANNE'S,4344,2010
Maryland,SAINT MARY'S,12635,2010
Maryland,SOMERSET,2110,2010
Maryland,TALBOT,4483,2010
Maryland,WASHINGTON,13098,2010
Maryland,WICOMICO,7938,2010
Maryland,WORCESTER,5514,2010
Maryland,BALTIMORE CITY,40098,2010
Massachusetts,BARNSTABLE,25566,2010
Massachusetts,BERKSHIRE,11713,2010
Massachusetts,BRISTOL,37276,2010
Massachusetts,DUKES,1343,2010
Massachusetts,ESSEX,47802,2010
Massachusetts,FRANKLIN,6672,2010
Massachusetts,HAMPDEN,35687,2010
Massachusetts,HAMPSHIRE,10935,2010
Massachusetts,MIDDLESEX,83499,2010
Massachusetts,NANTUCKET,599,2010
Massachusetts,NORFOLK,41798,2010
Massachusetts,PLYMOUTH,38895,2010
Massachusetts,SUFFOLK,25698,2010
Massachusetts,WORCESTER,58496,2010
Michigan,ALCONA,1816,2010
Michigan,ALGER,1179,2010
Michigan,ALLEGAN,8682,2010
Michigan,ALPENA,2888,2010
Michigan,ANTRIM,2629,2010
Michigan,ARENAC,1580,2010
Michigan,BARAGA,883,2010
Michigan,BARRY,5502,2010
Michigan,BAY,9724,2010
Michigan,BENZIE,1968,2010
Michigan,BERRIEN,12684,2010
Michigan,BRANCH,3548,2010
Michigan,CALHOUN,12468,2010
Michigan,CASS,4613,2010
Michigan,CHARLEVOIX,2594,2010
Michigan,CHEBOYGAN,3070,2010
Michigan,CHIPPEWA,4137,2010
Michigan,CLARE,3433,2010
Michigan,CLINTON,4760,2010
Michigan,CRAWFORD,1759,2010
Michigan,DELTA,4311,2010
Michigan,DICKINSON,2993,2010
Michigan,EATON,8669,2010
Michigan,EMMET,2925,2010
Michigan,GENESEE,32346,2010
Michigan,GLADWIN,3134,2010
Michigan,GOGEBIC,2051,2010
Michigan,GRAND TRAVERSE,7171,2010
Michigan,GRATIOT,3248,2010
Michigan,HILLSDALE,4099,2010
Michigan,HOUGHTON,3213,2010
Michigan,HURON,3040,2010
Michigan,INGHAM,16165,2010
Michigan,IONIA,5258,2010
Michigan,IOSCO,3676,2010
Michigan,IRON,1445,2010
Michigan,ISABELLA,4134,2010
Michigan,JACKSON,13664,2010
Michigan,KALAMAZOO,16730,2010
Michigan,KALKASKA,1656,2010
Michigan,KENT,36132,2010
Michigan,KEWEENAW,393,2010
Michigan,LAKE,1503,2010
Michigan,LAPEER,7056,2010
Michigan,LEELANAU,2378,2010
Michigan,LENAWEE,8569,2010
Michigan,LIVINGSTON,13382,2010
Michigan,LUCE,710,2010
Michigan,MACKINAC,1381,2010
Michigan,MACOMB,60664,2010
Michigan,MANISTEE,2944,2010
Michigan,MARQUETTE,7066,2010
Michigan,MASON,3144,2010
Michigan,MECOSTA,3561,2010
Michigan,MENOMINEE,2588,2010
Michigan,MIDLAND,6333,2010
Michigan,MISSAUKEE,1425,2010
Michigan,MONROE,12930,2010
Michigan,MONTCALM,5154,2010
Michigan,MONTMORENCY,1474,2010
Michigan,MUSKEGON,14542,2010
Michigan,NEWAYGO,4627,2010
Michigan,OAKLAND,73095,2010
Michigan,OCEANA,2554,2010
Michigan,OGEMAW,2502,2010
Michigan,ONTONAGON,1255,2010
Michigan,OSCEOLA,2334,2010
Michigan,OSCODA,1197,2010
Michigan,OTSEGO,2705,2010
Michigan,OTTAWA,15328,2010
Michigan,PRESQUE ISLE,1725,2010
Michigan,ROSCOMMON,3629,2010
Michigan,SAGINAW,15769,2010
Michigan,SAINT CLAIR,13628,2010
Michigan,SAINT JOSEPH,4897,2010
Michigan,SANILAC,3530,2010
Michigan,SCHOOLCRAFT,878,2010
Michigan,SHIAWASSEE,6047,2010
Michigan,TUSCOLA,4686,2010
Michigan,VAN BUREN,6506,2010
Michigan,WASHTENAW,17629,2010
Michigan,WAYNE,120005,2010
Michigan,WEXFORD,3323,2010
Minnesota,AITKIN,2367,2010
Minnesota,ANOKA,24779,2010
Minnesota,BECKER,3375,2010
Minnesota,BELTRAMI,3648,2010
Minnesota,BENTON,2926,2010
Minnesota,BIG STONE,528,2010
Minnesota,BLUE EARTH,4399,2010
Minnesota,BROWN,2398,2010
Minnesota,CARLTON,3306,2010
Minnesota,CARVER,5212,2010
Minnesota,CASS,3599,2010
Minnesota,CHIPPEWA,1073,2010
Minnesota,CHISAGO,4424,2010
Minnesota,CLAY,4090,2010
Minnesota,CLEARWATER,958,2010
Minnesota,COOK,780,2010
Minnesota,COTTONWOOD,939,2010
Minnesota,CROW WING,6332,2010
Minnesota,DAKOTA,29315,2010
Minnesota,DODGE,1534,2010
Minnesota,DOUGLAS,3809,2010
Minnesota,FARIBAULT,1426,2010
Minnesota,FILLMORE,1771,2010
Minnesota,FREEBORN,3124,2010
Minnesota,GOODHUE,4097,2010
Minnesota,GRANT,592,2010
Minnesota,HENNEPIN,70783,2010
Minnesota,HOUSTON,1666,2010
Minnesota,HUBBARD,2528,2010
Minnesota,ISANTI,2923,2010
Minnesota,ITASCA,4980,2010
Minnesota,JACKSON,888,2010
Minnesota,KANABEC,1606,2010
Minnesota,KANDIYOHI,3489,2010
Minnesota,KITTSON,444,2010
Minnesota,KOOCHICHING,1393,2010
Minnesota,LAC QUI PARLE,679,2010
Minnesota,LAKE,1263,2010
Minnesota,LAKE OF THE WOODS,496,2010
Minnesota,LE SUEUR,2222,2010
Minnesota,LINCOLN,590,2010
Minnesota,LYON,1747,2010
Minnesota,MCLEOD,3086,2010
Minnesota,MAHNOMEN,480,2010
Minnesota,MARSHALL,881,2010
Minnesota,MARTIN,2125,2010
Minnesota,MEEKER,2237,2010
Minnesota,MILLE LACS,2346,2010
Minnesota,MORRISON,3006,2010
Minnesota,MOWER,3494,2010
Minnesota,MURRAY,860,2010
Minnesota,NICOLLET,1980,2010
Minnesota,NOBLES,1570,2010
Minnesota,NORMAN,685,2010
Minnesota,OLMSTED,10111,2010
Minnesota,OTTER TAIL,6116,2010
Minnesota,PENNINGTON,1157,2010
Minnesota,PINE,3269,2010
Minnesota,PIPESTONE,820,2010
Minnesota,POLK,2672,2010
Minnesota,POPE,1064,2010
Minnesota,RAMSEY,31817,2010
Minnesota,RED LAKE,367,2010
Minnesota,REDWOOD,1455,2010
Minnesota,RENVILLE,1386,2010
Minnesota,RICE,4159,2010
Minnesota,ROCK,817,2010
Minnesota,ROSEAU,1353,2010
Minnesota,SAINT LOUIS,19238,2010
Minnesota,SCOTT,7124,2010
Minnesota,SHERBURNE,6320,2010
Minnesota,SIBLEY,1088,2010
Minnesota,STEARNS,11363,2010
Minnesota,STEELE,2663,2010
Minnesota,STEVENS,635,2010
Minnesota,SWIFT,898,2010
Minnesota,TODD,2213,2010
Minnesota,TRAVERSE,400,2010
Minnesota,WABASHA,2037,2010
Minnesota,WADENA,1345,2010
Minnesota,WASECA,1661,2010
Minnesota,WASHINGTON,16194,2010
Minnesota,WATONWAN,1020,2010
Minnesota,WILKIN,515,2010
Minnesota,WINONA,3739,2010
Minnesota,WRIGHT,8014,2010
Minnesota,YELLOW MEDICINE,984,2010
Mississippi,ADAMS,2247,2010
Mississippi,ALCORN,2695,2010
Mississippi,AMITE,877,2010
Mississippi,ATTALA,1225,2010
Mississippi,BENTON,459,2010
Mississippi,BOLIVAR,1630,2010
Mississippi,CALHOUN,1031,2010
Mississippi,CARROLL,655,2010
Mississippi,CHICKASAW,736,2010
Mississippi,CHOCTAW,497,2010
Mississippi,CLAIBORNE,433,2010
Mississippi,CLARKE,1368,2010
Mississippi,CLAY,1172,2010
Mississippi,COAHOMA,1405,2010
Mississippi,COPIAH,1963,2010
Mississippi,COVINGTON,1765,2010
Mississippi,DESOTO,11518,2010
Mississippi,FORREST,6468,2010
Mississippi,FRANKLIN,525,2010
Mississippi,GEORGE,1679,2010
Mississippi,GREENE,869,2010
Mississippi,GRENADA,1523,2010
Mississippi,HANCOCK,4323,2010
Mississippi,HARRISON,21543,2010
Mississippi,HINDS,14908,2010
Mississippi,HOLMES,662,2010
Mississippi,HUMPHREYS,566,2010
Mississippi,ISSAQUENA,113,2010
Mississippi,ITAWAMBA,1500,2010
Mississippi,JACKSON,14186,2010
Mississippi,JASPER,1015,2010
Mississippi,JEFFERSON,411,2010
Mississippi,JEFFERSON DAVIS,781,2010
Mississippi,JONES,4947,2010
Mississippi,KEMPER,547,2010
Mississippi,LAFAYETTE,2414,2010
Mississippi,LAMAR,3690,2010
Mississippi,LAUDERDALE,6469,2010
Mississippi,LAWRENCE,998,2010
Mississippi,LEAKE,1504,2010
Mississippi,LEE,5673,2010
Mississippi,LEFLORE,1125,2010
Mississippi,LINCOLN,2050,2010
Mississippi,LOWNDES,5888,2010
Mississippi,MADISON,5682,2010
Mississippi,MARION,1655,2010
Mississippi,MARSHALL,2147,2010
Mississippi,MONROE,2496,2010
Mississippi,MONTGOMERY,891,2010
Mississippi,NESHOBA,1907,2010
Mississippi,NEWTON,1861,2010
Mississippi,NOXUBEE,416,2010
Mississippi,OKTIBBEHA,2056,2010
Mississippi,PANOLA,1990,2010
Mississippi,PEARL RIVER,5362,2010
Mississippi,PERRY,1009,2010
Mississippi,PIKE,2603,2010
Mississippi,PONTOTOC,1663,2010
Mississippi,PRENTISS,1703,2010
Mississippi,QUITMAN,466,2010
Mississippi,RANKIN,10880,2010
Mississippi,SCOTT,1570,2010
Mississippi,SHARKEY,282,2010
Mississippi,SIMPSON,1637,2010
Mississippi,SMITH,1149,2010
Mississippi,STONE,1535,2010
Mississippi,SUNFLOWER,1323,2010
Mississippi,TALLAHATCHIE,532,2010
Mississippi,TATE,1791,2010
Mississippi,TIPPAH,1325,2010
Mississippi,TISHOMINGO,1681,2010
Mississippi,TUNICA,596,2010
Mississippi,UNION,1954,2010
Mississippi,WALTHALL,834,2010
Mississippi,WARREN,3348,2010
Mississippi,WASHINGTON,3134,2010
Mississippi,WAYNE,1227,2010
Mississippi,WEBSTER,680,2010
Mississippi,WILKINSON,577,2010
Mississippi,WINSTON,1384,2010
Mississippi,YALOBUSHA,861,2010
Mississippi,YAZOO,1828,2010
Idaho,VALLEY,1331,2010
Idaho,WASHINGTON,1253,2010
Illinois,ADAMS,6420,2010
Illinois,ALEXANDER,895,2010
Illinois,BOND,1519,2010
Illinois,BOONE,3595,2010
Illinois,BROWN,393,2010
Illinois,BUREAU,3209,2010
Illinois,CALHOUN,511,2010
Illinois,CARROLL,1594,2010
Illinois,CASS,1108,2010
Illinois,CHAMPAIGN,11779,2010
Illinois,CHRISTIAN,3419,2010
Illinois,CLARK,1559,2010
Illinois,CLAY,1244,2010
Illinois,CLINTON,3759,2010
Illinois,COLES,4202,2010
Illinois,COOK,244059,2010
Illinois,CRAWFORD,2100,2010
Illinois,CUMBERLAND,1063,2010
Illinois,DEKALB,6210,2010
Illinois,DE WITT,1555,2010
Illinois,DOUGLAS,1419,2010
Illinois,DUPAGE,47720,2010
Illinois,EDGAR,1878,2010
Illinois,EDWARDS,674,2010
Illinois,EFFINGHAM,2934,2010
Illinois,FAYETTE,1702,2010
Illinois,FORD,1500,2010
Illinois,FRANKLIN,3934,2010
Illinois,FULTON,3477,2010
Illinois,GALLATIN,538,2010
Illinois,GREENE,1251,2010
Illinois,GRUNDY,3301,2010
Illinois,HAMILTON,758,2010
Illinois,HANCOCK,1902,2010
Illinois,HARDIN,435,2010
Illinois,HENDERSON,875,2010
Illinois,HENRY,4609,2010
Illinois,IROQUOIS,2434,2010
Illinois,JACKSON,4612,2010
Illinois,JASPER,816,2010
Illinois,JEFFERSON,3592,2010
Illinois,JERSEY,2319,2010
Illinois,JO DAVIESS,2376,2010
Illinois,JOHNSON,1202,2010
Illinois,KANE,25397,2010
Illinois,KANKAKEE,8613,2010
Illinois,KENDALL,5958,2010
Illinois,KNOX,4893,2010
Illinois,LAKE,38919,2010
Illinois,LASALLE,9853,2010
Illinois,LAWRENCE,1551,2010
Illinois,LEE,3191,2010
Illinois,LIVINGSTON,3191,2010
Illinois,LOGAN,2550,2010
Illinois,MCDONOUGH,2528,2010
Illinois,MCHENRY,18763,2010
Illinois,MCLEAN,10538,2010
Illinois,MACON,9705,2010
Illinois,MACOUPIN,4956,2010
Illinois,MADISON,25827,2010
Illinois,MARION,3828,2010
Illinois,MARSHALL,1289,2010
Illinois,MASON,1416,2010
Illinois,MASSAC,1481,2010
Illinois,MENARD,1164,2010
Illinois,MERCER,1407,2010
Illinois,MONROE,2516,2010
Illinois,MONTGOMERY,3118,2010
Illinois,MORGAN,3166,2010
Illinois,MOULTRIE,1354,2010
Illinois,OGLE,4572,2010
Illinois,PEORIA,14162,2010
Illinois,PERRY,1966,2010
Illinois,PIATT,1506,2010
Illinois,PIKE,1567,2010
Illinois,POPE,394,2010
Illinois,PULASKI,589,2010
Illinois,PUTNAM,622,2010
Illinois,RANDOLPH,2984,2010
Illinois,RICHLAND,1463,2010
Illinois,ROCK ISLAND,13730,2010
Illinois,SAINT CLAIR,29965,2010
Illinois,SALINE,2450,2010
Illinois,SANGAMON,16265,2010
Illinois,SCHUYLER,825,2010
Illinois,SCOTT,519,2010
Illinois,SHELBY,2249,2010
Illinois,STARK,571,2010
Illinois,STEPHENSON,4431,2010
Illinois,TAZEWELL,11938,2010
Illinois,UNION,1730,2010
Illinois,VERMILION,7630,2010
Illinois,WABASH,885,2010
Illinois,WARREN,1331,2010
Illinois,WASHINGTON,1505,2010
Illinois,WAYNE,1529,2010
Illinois,WHITE,1391,2010
Illinois,WHITESIDE,4803,2010
Illinois,WILL,35611,2010
Illinois,WILLIAMSON,6649,2010
Illinois,WINNEBAGO,23171,2010
Illinois,WOODFORD,3180,2010
Indiana,ADAMS,2168,2010
Indiana,ALLEN,24566,2010
Indiana,BARTHOLOMEW,5603,2010
Indiana,BENTON,676,2010
Indiana,BLACKFORD,1306,2010
Indiana,BOONE,3828,2010
Indiana,BROWN,1497,2010
Indiana,CARROLL,1728,2010
Indiana,CASS,3457,2010
Indiana,CLARK,8879,2010
Indiana,CLAY,2673,2010
Indiana,CLINTON,2423,2010
Indiana,CRAWFORD,922,2010
Indiana,DAVIESS,2261,2010
Indiana,DEARBORN,4103,2010
Indiana,DECATUR,1933,2010
Indiana,DEKALB,3385,2010
Indiana,DELAWARE,9062,2010
Indiana,DUBOIS,2774,2010
Indiana,ELKHART,11703,2010
Indiana,FAYETTE,2274,2010
Indiana,FLOYD,6184,2010
Indiana,FOUNTAIN,1360,2010
Indiana,FRANKLIN,1966,2010
Ohio,SANDUSKY,5770,2010
Ohio,SCIOTO,6867,2010
Ohio,SENECA,5027,2010
Ohio,SHELBY,3770,2010
Ohio,STARK,33877,2010
Ohio,SUMMIT,44511,2010
Ohio,TRUMBULL,20274,2010
Ohio,TUSCARAWAS,8523,2010
Ohio,UNION,3139,2010
Ohio,VAN WERT,2297,2010
Ohio,VINTON,1089,2010
Ohio,WARREN,15791,2010
Ohio,WASHINGTON,5972,2010
Ohio,WAYNE,8616,2010
Ohio,WILLIAMS,3282,2010
Ohio,WOOD,9747,2010
Ohio,WYANDOT,1897,2010
Oklahoma,ADAIR,1907,2010
Oklahoma,ALFALFA,588,2010
Oklahoma,ATOKA,1311,2010
Oklahoma,BEAVER,401,2010
Oklahoma,BECKHAM,1514,2010
Oklahoma,BLAINE,903,2010
Oklahoma,BRYAN,3926,2010
Oklahoma,CADDO,2657,2010
Oklahoma,CANADIAN,10167,2010
Oklahoma,CARTER,3906,2010
Oklahoma,CHEROKEE,3983,2010
Oklahoma,CHOCTAW,1416,2010
Oklahoma,CIMARRON,186,2010
Oklahoma,CLEVELAND,22076,2010
Oklahoma,COAL,533,2010
Oklahoma,COMANCHE,16458,2010
Oklahoma,COTTON,625,2010
Oklahoma,CRAIG,1424,2010
Oklahoma,CREEK,6364,2010
Oklahoma,CUSTER,1748,2010
Oklahoma,DELAWARE,4722,2010
Oklahoma,DEWEY,383,2010
Oklahoma,ELLIS,338,2010
Oklahoma,GARFIELD,5277,2010
Oklahoma,GARVIN,2116,2010
Oklahoma,GRADY,4295,2010
Oklahoma,GRANT,421,2010
Oklahoma,GREER,611,2010
Oklahoma,HARMON,250,2010
Oklahoma,HARPER,325,2010
Oklahoma,HASKELL,946,2010
Oklahoma,HUGHES,1142,2010
Oklahoma,JACKSON,3156,2010
Oklahoma,JEFFERSON,499,2010
Oklahoma,JOHNSTON,996,2010
Oklahoma,KAY,4287,2010
Oklahoma,KINGFISHER,1026,2010
Oklahoma,KIOWA,865,2010
Oklahoma,LATIMER,1028,2010
Oklahoma,LE FLORE,4255,2010
Oklahoma,LINCOLN,3595,2010
Oklahoma,LOGAN,3518,2010
Oklahoma,LOVE,693,2010
Oklahoma,MCCLAIN,2656,2010
Oklahoma,MCCURTAIN,2856,2010
Oklahoma,MCINTOSH,2342,2010
Oklahoma,MAJOR,656,2010
Oklahoma,MARSHALL,1545,2010
Oklahoma,MAYES,4392,2010
Oklahoma,MURRAY,1514,2010
Oklahoma,MUSKOGEE,6537,2010
Oklahoma,NOBLE,1023,2010
Oklahoma,NOWATA,908,2010
Oklahoma,OKFUSKEE,1169,2010
Oklahoma,OKLAHOMA,61046,2010
Oklahoma,OKMULGEE,3608,2010
