State,County/ Congressional District,Veteran Population*,Total Expenditure,Compensation & Pension,Construction,Education & Vocational Rehabilitation/ Employment,Loan Guaranty#,General Operating Expenses,Insurance & Indemnities,Medical Care,Unique Patients**
Indiana,DELAWARE,9027,43233,21125,0,2753,0,0,332,19023,2565
Indiana,DUBOIS,3011,9584,5093,0,434,0,0,100,3957,758
Indiana,ELKHART,11446,44720,22629,0,2296,0,0,641,19154,3410
Indiana,FAYETTE,2115,10749,4586,0,374,0,0,263,5525,601
Indiana,FLOYD,6925,32172,14268,0,1795,0,590,446,15074,1821
Indiana,FOUNTAIN,1389,8750,2991,0,233,0,0,55,5472,430
Indiana,FRANKLIN,1539,6971,2742,0,250,0,0,43,3936,478
Indiana,FULTON,1662,7957,3415,0,225,0,0,116,4200,549
Indiana,GIBSON,2506,10097,5466,0,455,0,0,227,3948,747
Indiana,GRANT,5782,101986,27324,7405,2633,0,2277,253,62094,2854
Indiana,GREENE,3398,16201,8804,0,826,0,0,158,6413,851
Indiana,HAMILTON,17453,61815,31640,0,7195,0,0,1929,21051,2630
Indiana,HANCOCK,6186,32514,18912,0,2286,0,0,289,11026,1262
Indiana,HARRISON,3208,18359,8782,0,807,0,0,95,8675,1068
Indiana,HENDRICKS,13167,53252,24895,0,3600,0,0,801,23956,2585
Indiana,HENRY,4096,18556,9583,0,618,0,0,101,8255,899
Indiana,HOWARD,7759,36720,21372,0,2483,0,0,351,12514,1788
Indiana,HUNTINGTON,2767,16284,8372,0,819,0,0,153,6941,920
Indiana,JACKSON,2974,12885,6414,0,587,0,0,93,5791,747
Indiana,JASPER,2618,9646,4642,0,608,0,0,180,4215,546
Indiana,JAY,1785,7639,3155,0,194,0,0,20,4270,518
Indiana,JEFFERSON,2703,13271,6404,0,372,0,0,57,6437,768
Indiana,JENNINGS,2211,10786,5219,0,243,0,0,88,5236,556
Indiana,JOHNSON,11997,57539,27536,0,5571,0,0,652,23780,2586
Indiana,KNOX,3009,15864,8603,0,636,0,0,268,6356,930
Indiana,KOSCIUSKO,5200,22203,9594,0,975,0,0,732,10901,1417
Indiana,LAGRANGE,1749,7358,3502,0,187,0,0,118,3551,473
Indiana,LAKE,33598,143851,64909,0,8397,0,0,1827,68719,8006
Indiana,LA PORTE,10447,31972,15683,0,1811,0,0,650,13828,1949
Indiana,LAWRENCE,4011,18895,10242,0,1125,0,0,196,7331,1122
Indiana,MADISON,11373,51884,28014,0,2547,0,0,632,20690,2708
Indiana,MARION,65183,483322,160122,1378,32239,0,45352,3883,240349,18263
Indiana,MARSHALL,3078,12327,6514,0,564,0,0,86,5164,945
Indiana,MARTIN,1042,5548,3302,0,196,0,0,52,1997,288
Indiana,MIAMI,3563,24729,13622,0,977,0,0,146,9984,1481
Indiana,MONROE,7579,35759,17098,0,4783,0,0,761,13118,2261
Indiana,MONTGOMERY,3075,12422,4800,0,395,0,0,122,7105,703
Indiana,MORGAN,6877,34839,17332,0,1887,0,0,306,15313,1550
Indiana,NEWTON,1402,4058,1606,0,163,0,0,42,2247,281
Indiana,NOBLE,3151,15238,6521,0,685,0,0,186,7846,875
Indiana,OHIO,574,3007,1024,0,115,0,0,13,1854,189
Indiana,ORANGE,1682,6768,3117,0,433,0,0,73,3144,463
Indiana,OWEN,2232,10702,5379,0,444,0,0,28,4851,583
Indiana,PARKE,1461,7179,3119,0,108,0,0,77,3875,452
Indiana,PERRY,1625,6096,2960,0,207,0,0,25,2904,421
Indiana,PIKE,1058,3749,2129,0,139,0,0,8,1473,268
Indiana,PORTER,14002,41958,20577,0,3598,0,0,786,16997,2311
Indiana,POSEY,2090,8957,4330,0,302,0,0,62,4262,559
Indiana,PULASKI,1054,4607,2188,0,153,0,0,181,2085,282
Indiana,PUTNAM,2700,15409,7831,0,556,0,0,95,6926,723
Indiana,RANDOLPH,1862,10455,4772,0,313,0,0,16,5354,645
Indiana,RIPLEY,2427,10843,5476,0,527,0,0,203,4639,617
Indiana,RUSH,1548,7498,2769,0,249,0,0,79,4402,321
Indiana,ST. JOSEPH,18458,72170,38588,0,5277,0,0,1353,26951,5563
Indiana,SCOTT,1985,11915,5891,0,341,0,0,16,5666,628
Indiana,SHELBY,3766,16447,6710,0,917,0,0,108,8713,899
Indiana,SPENCER,1661,8560,4821,0,403,0,0,56,3280,468
Indiana,STARKE,1999,6837,2913,0,253,0,0,103,3568,452
Indiana,STEUBEN,2490,13252,6595,0,621,0,0,34,6003,738
Indiana,SULLIVAN,2226,8031,4463,0,380,0,0,52,3135,501
Indiana,SWITZERLAND,740,3854,1472,0,107,0,0,17,2259,225
Indiana,TIPPECANOE,10691,44456,21979,0,5116,0,0,769,16591,2116
Indiana,TIPTON,1351,5004,3027,0,284,0,0,31,1662,289
Indiana,UNION,521,3906,1432,0,132,0,0,33,2309,145
Indiana,VANDERBURGH,13283,68454,32685,0,3596,0,0,989,31184,4372
Indiana,VERMILLION,1518,9015,3774,0,261,0,0,43,4937,500
Indiana,VIGO,8482,40026,18893,0,2919,0,0,236,17978,2617
Indiana,WABASH,2833,13426,7077,0,348,0,0,157,5844,820
Indiana,WARREN,663,3374,1125,0,100,0,0,13,2136,219
Indiana,WARRICK,5119,21072,11600,0,917,0,0,347,8209,1231
Indiana,WASHINGTON,2131,12819,4946,0,551,0,0,75,7247,677
Indiana,WAYNE,5968,32803,13846,0,940,0,0,173,17844,1846
Indiana,WELLS,2051,9031,4334,0,439,0,0,57,4201,543
Indiana,WHITE,2095,9372,5508,0,375,0,0,182,3307,551
Indiana,WHITLEY,2847,13055,6092,0,657,0,0,44,6263,671
Kansas,ALLEN,1280,4711,2162,0,246,0,0,27,2276,305
Kansas,ANDERSON,666,2967,1227,0,105,0,0,128,1507,173
Kansas,ATCHISON,1369,6876,2787,0,365,0,0,83,3641,348
Kansas,BARBER,382,1396,731,0,87,0,0,41,536,120
Kansas,BARTON,2073,7566,3804,0,250,0,0,71,3441,625
Kansas,BOURBON,1375,5903,2632,459,219,0,0,43,2551,388
Kansas,BROWN,983,4370,2131,0,70,0,0,14,2155,232
Kansas,BUTLER,5888,26518,11506,0,2506,0,0,289,12218,1276
Kansas,CHASE,301,1076,571,0,29,0,0,137,339,63
Kansas,CHAUTAUQUA,395,1768,644,0,38,0,0,31,1055,105
Kansas,CHEROKEE,1788,7380,3931,0,513,0,0,42,2894,465
Kansas,CHEYENNE,248,758,455,0,0,0,0,11,292,67
Kansas,CLARK,197,690,321,0,3,0,0,1,365,67
Kansas,CLAY,961,6537,3770,0,547,0,0,135,2085,327
Kansas,CLOUD,946,4174,2074,0,155,0,0,83,1861,243
Kansas,COFFEY,758,3944,1915,0,226,0,0,12,1792,216
Kansas,COMANCHE,193,660,260,0,19,0,0,24,356,49
Kansas,COWLEY,2858,15340,5733,0,871,0,0,321,8415,757
Kansas,CRAWFORD,2787,10492,5907,0,1361,0,0,44,3179,588
Kansas,DECATUR,293,929,378,0,24,0,0,51,476,85
Kansas,DICKINSON,2261,15108,7727,0,1770,0,0,512,5099,677
Kansas,DONIPHAN,678,2662,1001,0,122,0,0,12,1526,175
Kansas,DOUGLAS,6781,31284,12676,0,5209,0,0,413,12986,1476
Kansas,EDWARDS,265,873,388,0,22,0,0,2,461,82
Kansas,ELK,305,2144,977,0,46,0,0,11,1109,99
Kansas,ELLIS,1716,6998,2983,0,832,0,0,117,3066,634
Kansas,ELLSWORTH,586,2061,960,0,156,0,0,131,814,174
Kansas,FINNEY,1500,4196,2216,0,260,0,0,72,1647,311
Kansas,FORD,1315,7982,2865,0,1280,0,0,56,3782,531
Kansas,FRANKLIN,2058,9976,4698,0,815,0,0,51,4413,533
Kansas,GEARY,5231,51700,28907,0,11065,0,0,425,11302,1615
Kansas,GOVE,217,661,378,0,5,0,0,16,263,93
Kansas,GRAHAM,228,810,421,0,8,0,0,52,329,67
Kansas,GRANT,308,707,292,0,48,0,0,24,343,38
Kansas,GRAY,239,780,325,0,15,0,0,4,437,81
Kansas,GREELEY,97,109,77,0,0,0,0,0,32,11
Kansas,GREENWOOD,702,3558,1617,0,113,0,0,40,1787,184
Kansas,HAMILTON,195,474,215,0,51,0,0,36,172,41
Kansas,HARPER,510,1623,546,0,32,0,0,9,1036,113
Kansas,HARVEY,2671,10533,4185,0,831,0,0,96,5421,534
Kansas,HASKELL,182,607,243,0,8,0,0,55,301,33
Kansas,HODGEMAN,162,684,378,0,32,0,0,41,233,52
Kansas,JACKSON,1135,8079,3997,0,243,0,0,86,3754,394
Kansas,JEFFERSON,1815,12587,5036,0,604,0,0,68,6878,534
Kansas,JEWELL,301,1297,652,0,28,0,0,1,615,92
Kansas,JOHNSON,36844,131071,65897,0,12857,0,0,4467,47850,6502
Kansas,KEARNY,235,985,476,0,33,0,0,1,475,42
Kansas,KINGMAN,685,2694,1084,0,214,0,0,112,1285,186
Kansas,KIOWA,223,517,232,0,40,0,0,16,228,42
Kansas,LABETTE,1808,7266,3788,0,243,0,0,74,3162,476
Kansas,LANE,177,436,234,0,3,0,0,10,189,52
Kansas,LEAVENWORTH,10806,110942,40347,284,8244,0,12960,527,48579,3155
Kansas,LINCOLN,334,1287,441,0,75,0,0,69,702,100
Kansas,LINN,875,5131,2863,0,157,0,0,71,2040,317
Kansas,LOGAN,269,533,312,0,12,0,0,13,196,70
Kansas,LYON,2269,12108,5496,0,678,0,0,237,5697,645
Kansas,MCPHERSON,2125,7753,3381,0,514,0,0,146,3712,503
Kansas,MARION,805,3623,1703,0,116,0,0,16,1788,215
Kansas,MARSHALL,1046,4503,2241,0,137,0,0,23,2101,293
Kansas,MEADE,293,793,481,0,10,0,0,1,302,81
Kansas,MIAMI,2500,9757,5080,0,494,0,0,48,4134,692
Kansas,MITCHELL,523,1754,723,0,73,0,0,63,896,146
Kansas,MONTGOMERY,3096,11785,6585,0,474,0,0,106,4619,708
Kansas,MORRIS,618,4466,2446,0,278,0,0,41,1701,202
Kansas,MORTON,184,510,350,0,0,0,0,54,106,31
Kansas,NEMAHA,858,3593,1474,0,128,0,0,67,1925,240
Kansas,NEOSHO,1301,5783,2510,0,252,0,0,87,2934,367
Kansas,NESS,284,692,316,0,14,0,0,12,349,94
Kansas,NORTON,455,1975,770,0,78,0,0,41,1086,148
Kansas,OSAGE,1671,11413,4435,0,382,0,0,88,6508,600
Kansas,OSBORNE,339,1312,608,0,31,0,0,281,391,95
Kansas,OTTAWA,500,2639,1009,0,94,0,0,99,1437,145
Kansas,PAWNEE,544,2523,1257,0,37,0,0,13,1216,176
Kansas,PHILLIPS,467,2085,1143,0,13,0,0,33,896,202
Kansas,POTTAWATOMIE,1603,9696,3930,0,894,0,0,35,4838,513
Kansas,PRATT,735,2542,1128,0,56,0,0,77,1281,141
Kansas,RAWLINS,262,527,285,0,3,0,0,49,190,62
Kansas,RENO,5369,23862,9858,0,1024,0,0,371,12608,1500
Kansas,REPUBLIC,523,1803,749,0,33,0,0,40,982,134
Kansas,RICE,831,2942,1670,0,82,0,0,23,1166,201
Kansas,RILEY,5539,37812,18570,0,10940,0,0,363,7938,1160
Kansas,ROOKS,452,2289,1122,0,48,0,0,25,1093,163
Kansas,RUSH,335,1098,532,0,65,0,0,5,497,133
Kansas,RUSSELL,647,2991,1358,0,35,0,0,61,1537,245
Kansas,SALINE,4800,21651,9486,0,3016,0,0,122,9027,1413
Kansas,SCOTT,325,937,450,0,29,0,0,21,436,76
Kansas,SEDGWICK,38061,226650,85014,0,20305,0,9846,3374,108112,9644
Kansas,SEWARD,976,2352,945,0,235,0,0,28,1143,176
Kansas,SHAWNEE,16526,163096,58275,0,5825,0,4352,1114,93531,5960
Kansas,SHERIDAN,222,415,218,0,2,0,0,21,175,53
Kansas,SHERMAN,620,1654,827,0,57,0,0,13,758,129
Kansas,SMITH,345,1347,776,0,10,0,0,45,517,128
Kansas,STAFFORD,335,1859,852,0,34,0,0,14,959,94
Kansas,STANTON,127,181,72,0,0,0,0,6,104,18
Kansas,STEVENS,306,539,262,0,42,0,0,1,234,49
Kansas,SUMNER,2072,8693,4270,0,458,0,0,48,3917,454
Kansas,THOMAS,449,1194,697,0,87,0,0,43,368,129
Kansas,TREGO,269,1082,661,0,10,0,0,1,410,107
Kansas,WABAUNSEE,661,5407,2093,0,206,0,0,250,2858,232
Kansas,WALLACE,125,327,217,0,42,0,0,13,56,28
Kansas,WASHINGTON,476,2066,1177,0,52,0,0,27,810,138
Kansas,WICHITA,152,497,241,0,32,0,0,101,123,30
Kansas,WILSON,889,3596,1668,0,132,0,0,32,1764,205
Kansas,WOODSON,392,1806,622,0,37,0,0,11,1136,98
Kansas,WYANDOTTE,9949,65599,26618,0,3247,0,0,273,35460,3086
Kentucky,ADAIR,1204,8083,4135,0,405,0,0,8,3535,381
Kentucky,ALLEN,1371,7669,4451,0,352,0,0,78,2788,357
Kentucky,ANDERSON,1668,11076,5237,0,693,0,0,79,5067,500
Kentucky,BALLARD,778,4298,2040,0,173,0,0,38,2047,271
Kentucky,BARREN,3035,15782,9670,0,578,0,0,60,5474,727
Kentucky,BATH,831,7073,3415,0,171,0,0,10,3478,349
Kentucky,BELL,1976,12563,8260,0,339,0,0,75,3889,474
Kentucky,BOONE,9598,43210,17653,0,4291,0,0,597,20669,2294
Kentucky,BOURBON,1734,9174,3842,0,299,0,0,72,4960,522
Kentucky,BOYD,4792,33523,16730,0,1210,0,0,159,15424,1425
Kentucky,BOYLE,2645,12357,6271,0,615,0,0,153,5318,656
Kentucky,BRACKEN,748,3896,1585,0,117,0,0,42,2151,207
Kentucky,BREATHITT,920,7583,4509,0,99,0,0,253,2721,364
Kentucky,BRECKINRIDGE,1797,10948,5892,0,393,0,0,78,4585,562
Kentucky,BULLITT,7178,27776,12276,0,1951,0,0,229,13319,1575
Kentucky,BUTLER,1026,4791,2913,0,163,0,0,14,1701,265
Kentucky,CALDWELL,1180,6178,3603,0,237,0,0,49,2288,353
Kentucky,CALLOWAY,2919,17871,9132,0,1584,0,0,242,6913,721
Kentucky,CAMPBELL,6473,41358,12670,0,2767,0,0,478,25443,1998
Kentucky,CARLISLE,411,2422,1182,0,31,0,0,9,1201,150
Kentucky,CARROLL,1224,5883,2236,0,181,0,0,20,3447,312
Kentucky,CARTER,1556,16781,8130,0,415,0,0,47,8189,684
Kentucky,CASEY,1073,8426,4007,0,118,0,0,97,4203,419
Kentucky,CHRISTIAN,7883,65365,36338,0,12355,0,0,387,16286,2204
Kentucky,CLARK,3306,19578,9206,0,639,0,0,65,9667,967
Kentucky,CLAY,1219,8359,4780,0,115,0,0,2,3463,355
Kentucky,CLINTON,721,4591,2879,0,76,0,0,31,1606,227
Kentucky,CRITTENDEN,778,4489,2555,0,128,0,0,105,1701,225
Kentucky,CUMBERLAND,569,3357,2293,0,42,0,0,1,1021,126
Kentucky,DAVIESS,8235,39986,23455,0,1813,0,0,369,14349,2176
Kentucky,EDMONSON,971,4587,2414,0,99,0,0,51,2022,275
Kentucky,ELLIOTT,295,1645,751,0,43,0,0,14,836,82
Kentucky,ESTILL,1096,9440,4369,0,221,0,0,4,4847,356
Kentucky,FAYETTE,19955,146160,52090,788,11329,0,2978,1548,77428,6229
Kentucky,FLEMING,1029,8853,4012,0,220,0,0,171,4449,443
Kentucky,FLOYD,2009,19461,11109,0,330,0,0,312,7711,922
Kentucky,FRANKLIN,4663,24356,11888,0,1098,0,0,431,10940,1043
Kentucky,FULTON,553,4315,2386,0,82,0,0,7,1840,204
Kentucky,GALLATIN,750,3395,1628,0,91,0,0,9,1667,191
Kentucky,GARRARD,1202,9312,4423,0,248,0,0,63,4579,500
Kentucky,GRANT,2133,10397,5218,0,634,0,0,22,4524,506
Kentucky,GRAVES,2737,18238,8714,0,913,0,0,120,8492,1039
Kentucky,GRAYSON,2043,12732,7417,0,398,0,0,39,4878,641
Kentucky,GREEN,1088,4264,2260,0,170,0,0,14,1819,252
Kentucky,GREENUP,3408,21237,11281,0,423,0,0,154,9379,1046
Kentucky,HANCOCK,800,3103,1963,0,103,0,0,3,1034,184
Kentucky,HARDIN,15985,158898,107052,0,21944,0,0,971,28931,4681
Kentucky,HARLAN,1935,20624,12968,0,339,0,0,180,7137,729
Kentucky,HARRISON,1456,9535,4309,0,158,0,0,158,4909,462
Kentucky,HART,1305,7442,4041,0,248,0,0,47,3106,358
Kentucky,HENDERSON,3331,16418,7999,0,560,0,0,319,7539,1063
Kentucky,HENRY,1434,7724,3378,0,367,0,0,54,3925,336
Kentucky,HICKMAN,448,1726,797,0,2,0,0,7,921,124
Kentucky,HOPKINS,3718,23269,12960,0,895,0,0,194,9220,1171
Kentucky,JACKSON,572,6152,3283,0,106,0,0,0,2764,253
Kentucky,JEFFERSON,56170,376917,135429,5016,27097,0,33328,4444,171604,16404
Kentucky,JESSAMINE,3493,32040,11701,378,1313,0,1111,170,17367,1310
Kentucky,JOHNSON,1616,17186,10075,0,250,0,0,42,6819,669
Kentucky,KENTON,12661,62239,20923,0,4504,0,0,832,35980,3276
Kentucky,KNOTT,793,6519,4043,0,126,0,0,10,2341,327
Kentucky,KNOX,2165,12709,7031,0,573,0,0,42,5064,574
Kentucky,LARUE,1418,6477,3932,0,348,0,0,125,2072,326
Kentucky,LAUREL,3619,32393,17125,0,746,0,0,110,14413,1506
Kentucky,LAWRENCE,1026,9811,5345,0,142,0,0,37,4287,448
Kentucky,LEE,500,3932,2294,0,109,0,0,1,1528,189
Kentucky,LESLIE,455,3814,2369,0,157,0,0,0,1288,197
Kentucky,LETCHER,1253,10592,6853,0,109,0,0,23,3607,474
Kentucky,LEWIS,819,7499,3441,0,171,0,0,3,3885,307
Kentucky,LINCOLN,1692,14591,7200,0,340,0,0,62,6989,695
Kentucky,LIVINGSTON,892,4710,2734,0,249,0,0,18,1709,288
Kentucky,LOGAN,2113,12208,5953,0,477,0,0,12,5767,509
Kentucky,LYON,817,5136,2884,0,126,0,0,26,2100,249
Kentucky,MCCRACKEN,6067,32601,16255,0,1651,0,0,227,14468,1996
Kentucky,MCCREARY,1174,13254,7436,0,226,0,0,19,5573,573
Kentucky,MCLEAN,833,3381,2166,0,87,0,0,5,1123,179
Kentucky,MADISON,6065,45622,22571,0,4799,0,0,494,17758,2151
Kentucky,MAGOFFIN,441,5095,2964,0,92,0,0,29,2009,228
Kentucky,MARION,1282,8558,3830,937,269,0,442,26,3054,338
Kentucky,MARSHALL,3198,19947,7999,0,592,0,0,363,10993,1051
Kentucky,MARTIN,537,5747,2715,0,37,0,0,11,2983,212
Kentucky,MASON,1398,7529,3417,0,265,0,0,42,3804,396
Kentucky,MEADE,3646,20786,11848,0,1704,0,0,144,7090,1004
Kentucky,MENIFEE,496,3661,2234,0,61,0,0,3,1364,173
Kentucky,MERCER,1791,10845,5062,0,400,0,0,37,5346,529
Kentucky,METCALFE,681,3767,2080,0,109,0,0,25,1553,164
Kentucky,MONROE,671,3368,2411,0,112,0,0,9,836,148
Kentucky,MONTGOMERY,2080,14379,6356,0,572,0,0,121,7331,651
Kentucky,MORGAN,1016,4693,2488,0,116,0,0,4,2086,245
Kentucky,MUHLENBERG,2147,11847,7249,0,259,0,0,196,4144,530
Kentucky,NELSON,3549,17549,8961,0,1192,0,0,102,7294,906
Kentucky,NICHOLAS,605,4451,1680,0,98,0,0,4,2669,237
Kentucky,OHIO,2021,10329,6408,0,206,0,0,71,3644,527
Kentucky,OLDHAM,5175,16170,8058,0,1568,0,0,222,6322,850
Kentucky,OWEN,952,3302,974,0,35,0,0,37,2256,224
Kentucky,OWSLEY,300,2663,2075,0,8,0,0,0,580,41
Kentucky,PENDLETON,1272,7119,2495,0,229,0,0,74,4321,356
Kentucky,PERRY,1466,18627,12418,0,314,0,0,26,5869,710
Kentucky,PIKE,3615,29220,18019,0,496,0,0,228,10477,1312
Kentucky,POWELL,991,8826,4896,0,146,0,0,4,3779,383
Kentucky,PULASKI,5259,42587,22923,10,1201,0,124,230,18099,2220
Kentucky,ROBERTSON,196,1078,553,0,10,0,0,10,504,55
Kentucky,ROCKCASTLE,925,7484,4202,0,111,0,0,10,3162,388
Kentucky,ROWAN,1458,11677,5431,0,538,0,0,21,5687,584
Kentucky,RUSSELL,1373,9212,5377,0,325,0,0,9,3500,450
Kentucky,SCOTT,3555,17406,8410,0,1159,0,0,96,7740,899
Kentucky,SHELBY,3442,13091,6519,0,1251,0,0,100,5221,690
Kentucky,SIMPSON,1421,7256,4352,0,208,0,0,21,2675,357
Kentucky,SPENCER,1130,6069,3211,0,393,0,0,51,2413,348
Kentucky,TAYLOR,1514,11031,6039,0,891,0,0,102,3998,524
Kentucky,TODD,926,5979,3395,0,332,0,0,10,2242,249
Kentucky,TRIGG,1413,10452,6814,0,803,0,0,34,2801,458
Kentucky,TRIMBLE,732,4198,2046,0,67,0,0,61,2025,221
Kentucky,UNION,1039,6516,3596,0,129,0,0,14,2777,358
Kentucky,WARREN,7952,41769,24224,0,3676,0,0,571,13297,1813
Kentucky,WASHINGTON,704,4347,2062,0,260,0,0,23,2002,193
Kentucky,WAYNE,1560,10306,5988,0,226,0,0,111,3981,508
Kentucky,WEBSTER,963,5055,2933,0,184,0,0,12,1926,306
Kentucky,WHITLEY,2611,28360,17824,0,916,0,0,94,9526,946
Kentucky,WOLFE,422,4237,2486,0,67,0,0,2,1682,183
Kentucky,WOODFORD,2004,11628,4931,0,602,0,0,69,6025,548
Louisiana,ACADIA,3646,19965,10566,0,543,0,0,108,8748,1106
Louisiana,ALLEN,1812,10784,5289,0,216,0,0,143,5136,551
Louisiana,ASCENSION,6717,28694,16133,0,2467,0,0,172,9923,1216
Louisiana,ASSUMPTION,1350,5831,3710,0,157,0,0,53,1911,340
Louisiana,AVOYELLES,2845,22541,12296,0,448,0,0,29,9767,1142
Louisiana,BEAUREGARD,3479,29545,18008,0,2435,0,0,393,8710,1143
Louisiana,BIENVILLE,1096,10084,4271,0,296,0,0,42,5475,393
Louisiana,BOSSIER,13331,98022,55156,0,9722,0,0,748,32395,3679
Louisiana,CADDO,21403,161731,69976,0,9398,0,1955,1315,79087,6617
Louisiana,CALCASIEU,15307,72348,38514,0,4194,0,0,700,28940,3431
Louisiana,CALDWELL,728,4639,2862,0,105,0,0,1,1670,221
Louisiana,CAMERON,593,962,379,0,11,0,0,28,544,84
Louisiana,CATAHOULA,638,6751,3360,0,34,0,0,4,3353,292
Louisiana,CLAIBORNE,1243,6638,3494,0,199,0,0,51,2894,340
Louisiana,CONCORDIA,1249,9394,5087,0,244,0,0,78,3985,532
Louisiana,DE SOTO,1986,12504,5913,0,395,0,0,60,6136,614
Louisiana,EAST BATON ROUGE,28112,139723,72743,890,12314,0,1362,1852,50563,5681
Louisiana,EAST CARROLL,523,2039,1031,0,55,0,0,7,946,118
Louisiana,EAST FELICIANA,1802,9571,6220,0,289,0,0,62,2999,410
Louisiana,EVANGELINE,1834,12361,6789,0,395,0,0,86,5092,629
Louisiana,FRANKLIN,1254,9227,5400,0,147,0,0,17,3663,484
Louisiana,GRANT,1814,18534,8217,0,418,0,0,119,9782,846
Louisiana,IBERIA,4705,21125,12730,0,764,0,0,339,7293,1232
Louisiana,IBERVILLE,2300,11057,6515,0,481,0,0,50,4012,463
Louisiana,JACKSON,1193,9420,4811,0,178,0,0,58,4373,408
Louisiana,JEFFERSON,27001,151304,75385,0,11034,0,0,2817,62068,5605
Louisiana,JEFFERSON DAVIS,1978,16394,8479,0,265,0,0,100,7550,847
Louisiana,LAFAYETTE,14041,69733,40881,0,6191,0,0,1189,21471,3768
Louisiana,LAFOURCHE,4781,22578,12725,0,1239,0,0,267,8348,1388
Louisiana,LA SALLE,931,7450,3930,0,205,0,0,145,3170,360
Louisiana,LINCOLN,2133,19511,12222,0,1146,0,0,353,5790,626
Louisiana,LIVINGSTON,8679,38597,20212,0,2975,0,0,382,15028,1674
Louisiana,MADISON,674,6804,2131,0,73,0,0,13,4587,282
Louisiana,MOREHOUSE,2020,12004,6644,0,238,0,0,35,5086,690
Louisiana,NATCHITOCHES,2504,22165,11326,0,861,0,0,43,9935,1057
Louisiana,ORLEANS,18247,381663,61551,200027,11615,0,21423,1245,85801,6447
Louisiana,OUACHITA,10507,64822,38728,0,2993,0,0,489,22612,3421
Louisiana,PLAQUEMINES,1464,7282,3658,0,1594,0,0,26,2003,283
Louisiana,POINTE COUPEE,1649,7318,4101,0,396,0,0,20,2801,346
Louisiana,RAPIDES,10926,142179,58421,1861,4055,0,1761,1130,74951,5194
Louisiana,RED RIVER,531,3960,2008,0,79,0,0,7,1866,156
Louisiana,RICHLAND,1149,8028,4550,0,289,0,0,35,3155,418
Louisiana,SABINE,1869,16653,8458,0,399,0,0,126,7671,713
Louisiana,ST. BERNARD,2305,11456,4951,0,829,0,0,78,5598,446
Louisiana,ST. CHARLES,3767,14613,6908,0,1021,0,0,175,6509,606
Louisiana,ST. HELENA,804,3305,1512,0,34,0,0,42,1717,186
Louisiana,ST. JAMES,1414,7364,4101,0,182,0,0,126,2955,328
Louisiana,ST. JOHN THE BAPTIST,3040,21098,11014,0,936,0,0,142,9006,873
Louisiana,ST. LANDRY,5525,37979,22239,0,1223,0,0,362,14157,1929
Louisiana,ST. MARTIN,3103,16143,9364,0,649,0,0,168,5963,923
Louisiana,ST. MARY,3198,13335,6734,0,686,0,0,53,5862,943
Louisiana,ST. TAMMANY,20348,102272,59020,0,7868,0,0,1963,33421,4167
Louisiana,TANGIPAHOA,8573,50429,24813,0,2784,0,0,344,22488,2147
Louisiana,TENSAS,436,1970,973,0,18,0,0,10,968,104
Louisiana,TERREBONNE,6921,28349,15913,0,1784,0,0,502,10150,1793
Louisiana,UNION,1726,11210,6745,0,254,0,0,54,4157,567
Louisiana,VERMILION,3180,16246,10341,0,762,0,0,186,4958,922
Louisiana,VERNON,7301,62158,38437,0,7788,0,0,275,15659,2299
Louisiana,WASHINGTON,3560,24511,14494,0,756,0,0,208,9053,1198
Louisiana,WEBSTER,3341,26217,12389,0,774,0,0,197,12857,1155
Louisiana,WEST BATON ROUGE,1329,7814,4061,0,367,0,0,53,3332,344
Louisiana,WEST CARROLL,838,4162,2426,0,150,0,0,4,1582,241
Louisiana,WEST FELICIANA,1352,2350,1439,0,161,0,0,32,717,105
Louisiana,WINN,1239,7469,3450,0,189,0,0,30,3800,367
Massachusetts,BARNSTABLE,20215,97483,52299,2527,6174,0,2778,2725,30981,4772
Massachusetts,BERKSHIRE,11172,49390,24099,0,2011,0,0,986,22295,2156
Massachusetts,BRISTOL,33197,197192,91431,0,16163,0,0,2569,87030,7997
Massachusetts,DUKES,1041,3016,1756,0,183,0,0,149,928,201
Massachusetts,ESSEX,42754,209029,95802,0,20792,0,0,4351,88084,8820
Massachusetts,FRANKLIN,6198,31695,14734,0,1849,0,0,569,14543,1761
Massachusetts,HAMPDEN,33084,168009,90523,0,13243,0,0,2264,61979,7749
Massachusetts,HAMPSHIRE,11066,81548,30188,694,4807,0,1221,1314,43325,2923
Massachusetts,MIDDLESEX,69788,476995,176646,0,43005,0,4298,10930,242117,14787
Massachusetts,NANTUCKET,624,874,537,0,91,0,0,21,225,58
Massachusetts,NORFOLK,35368,232920,98579,0,20217,0,0,6042,108083,8051
Massachusetts,PLYMOUTH,34692,260075,102228,0,15236,0,1836,3548,137226,8286
Massachusetts,SUFFOLK,23303,302740,75071,17331,27157,0,22414,1888,158880,6306
Massachusetts,WORCESTER,52307,260645,132003,0,22046,0,0,3878,102718,10478
Maryland,ALLEGANY,7037,38341,17911,0,1367,0,0,358,18705,2273
Maryland,ANNE ARUNDEL,55542,264854,131305,0,52565,0,0,4561,76423,7893
Maryland,BALTIMORE,59431,267966,106586,0,27476,0,0,6323,127582,11568
Maryland,CALVERT,9419,33553,18913,0,7868,0,0,997,5775,944
Maryland,CAROLINE,2871,12302,5011,0,899,0,0,290,6103,589
