State,County/ Congressional District,Veteran Population*,Total Expenditure,Compensation & Pension,Construction,Education & Vocational Rehabilitation/ Employment,Loan Guaranty#,General Operating Expenses,Insurance & Indemnities,Medical Care,Unique Patients**
Alabama,MONROE,1548,13583,7439,0,475,0,0,84,5586,522
Alabama,MONTGOMERY,19666,274151,132210,7818,18821,0,30573,2098,82630,6932
Alabama,MORGAN,9639,56608,38010,0,3688,0,0,438,14472,1838
Alabama,PERRY,730,6738,3758,0,186,0,0,18,2776,262
Alabama,PICKENS,1547,17842,10124,0,355,0,0,101,7262,695
Alabama,PIKE,2332,21750,12611,0,3393,0,0,65,5680,590
Alabama,RANDOLPH,1765,11702,7508,0,371,0,0,21,3801,497
Alabama,RUSSELL,5374,93536,60935,10,13966,0,752,614,17258,2525
Alabama,SAINT CLAIR,7911,44987,22241,0,2080,0,0,354,20312,1773
Alabama,SHELBY,14637,82478,46879,0,6939,0,1212,734,26714,2867
Alabama,SUMTER,713,7834,4589,0,175,0,0,25,3045,295
Alabama,TALLADEGA,7132,43811,23834,0,2048,0,0,223,17707,1821
Alabama,TALLAPOOSA,3523,32202,19298,0,720,0,0,388,11796,1073
Alabama,TUSCALOOSA,14023,150785,56793,1703,8662,0,1048,926,81652,5295
Alabama,WALKER,5967,46867,27699,0,1134,0,0,64,17970,1642
Alabama,WASHINGTON,1562,7794,4770,0,295,0,0,63,2666,308
Alabama,WILCOX,623,6305,3746,0,234,0,0,42,2282,203
Alabama,WINSTON,1873,12644,7438,0,453,0,0,39,4714,486
Arkansas,ARKANSAS,1462,10493,4601,0,201,0,0,128,5564,444
Arkansas,ASHLEY,1649,11925,6293,0,335,0,0,101,5196,461
Arkansas,BAXTER,5541,35095,19120,0,1021,0,0,297,14657,1976
Arkansas,BENTON,19406,120841,57329,0,4988,0,0,959,57565,6308
Arkansas,BOONE,3551,26914,15194,0,694,0,0,150,10876,1343
Arkansas,BRADLEY,1031,6189,3235,0,85,0,0,33,2837,250
Arkansas,CALHOUN,503,1771,881,0,64,0,0,0,825,119
Arkansas,CARROLL,2705,18149,8473,0,229,0,0,222,9224,970
Arkansas,CHICOT,894,9142,4395,0,159,0,0,21,4566,311
Arkansas,CLARK,1616,14464,7076,0,650,0,0,83,6655,475
Arkansas,CLAY,1404,14073,6836,0,105,0,0,33,7099,536
Arkansas,CLEBURNE,3057,28584,13366,0,440,0,0,128,14651,1060
Arkansas,CLEVELAND,714,6276,3185,0,85,0,0,28,2978,252
Arkansas,COLUMBIA,1591,11821,6360,0,466,0,0,58,4938,468
Arkansas,CONWAY,1787,16733,8070,0,322,0,0,73,8268,665
Arkansas,CRAIGHEAD,7109,41429,24915,0,2934,0,0,452,13128,2001
Arkansas,CRAWFORD,5774,46735,27126,0,1613,0,0,237,17759,2324
Arkansas,CRITTENDEN,3690,27614,12137,0,1142,0,0,145,14190,1097
Arkansas,CROSS,1095,10342,5106,0,351,0,0,52,4833,364
Arkansas,DALLAS,673,4671,2329,0,92,0,0,13,2238,197
Arkansas,DESHA,989,8874,4048,0,223,0,0,82,4522,342
Arkansas,DREW,1528,10338,4993,0,380,0,0,51,4914,455
Arkansas,FAULKNER,10258,77469,35789,0,5557,0,0,371,35753,2950
Arkansas,FRANKLIN,1602,14174,8130,0,466,0,0,94,5485,710
Arkansas,FULTON,1157,11190,6024,0,218,0,0,36,4912,494
Arkansas,GARLAND,10137,82130,42419,0,2205,0,0,1399,36108,3613
Arkansas,GRANT,1453,12774,6628,0,362,0,0,72,5713,466
Arkansas,GREENE,3117,30103,16836,0,905,0,0,401,11962,1304
Arkansas,HEMPSTEAD,1414,10359,5554,0,291,0,0,64,4451,398
Arkansas,HOT SPRING,3147,22385,10201,0,487,0,0,64,11632,989
Arkansas,HOWARD,930,6720,3802,0,112,0,0,23,2783,290
Arkansas,INDEPENDENCE,3079,20673,11327,0,677,0,0,114,8555,873
Arkansas,IZARD,1405,12172,6442,0,304,0,0,85,5342,526
Arkansas,JACKSON,1197,8651,4405,0,216,0,0,30,4001,382
Arkansas,JEFFERSON,6340,65258,32437,0,2326,0,0,507,29988,2362
Arkansas,JOHNSON,1864,15446,8040,0,479,0,0,86,6841,757
Arkansas,LAFAYETTE,594,3784,1684,0,32,0,0,41,2025,186
Arkansas,LAWRENCE,1327,11713,7280,0,364,0,0,177,3892,433
Arkansas,LEE,710,3993,1763,0,111,0,0,14,2105,165
Arkansas,LINCOLN,1220,5999,2870,0,201,0,0,10,2917,272
Arkansas,LITTLE RIVER,992,6680,4003,0,153,0,0,102,2423,359
Arkansas,LOGAN,2098,16674,9423,0,391,0,0,56,6804,822
Arkansas,LONOKE,8030,85331,48565,0,7654,0,0,510,28603,2553
Arkansas,MADISON,1078,11962,4741,0,197,0,0,60,6964,579
Arkansas,MARION,2507,15882,8505,0,338,0,0,46,6993,855
Arkansas,MILLER,3555,21879,11731,0,749,0,0,47,9352,979
Arkansas,MISSISSIPPI,3217,24100,13198,0,567,0,0,45,10291,914
Arkansas,MONROE,684,5862,2616,0,71,0,0,47,3128,241
Arkansas,MONTGOMERY,865,8378,3968,0,146,0,0,100,4165,399
Arkansas,NEVADA,796,5888,2919,0,192,0,0,30,2748,229
Arkansas,NEWTON,803,6177,3048,0,57,0,0,25,3047,310
Arkansas,OUACHITA,2354,18407,8892,0,439,0,0,40,9036,774
Arkansas,PERRY,947,8953,4341,0,210,0,0,79,4322,368
Arkansas,PHILLIPS,1326,11913,5603,0,310,0,0,33,5967,488
Arkansas,PIKE,914,6795,2770,0,126,0,0,40,3860,332
Arkansas,POINSETT,1852,11933,6128,0,513,0,0,46,5246,592
Arkansas,POLK,1908,20209,10663,0,339,0,0,78,9129,1024
Arkansas,POPE,5215,36578,17862,0,2396,0,0,493,15827,1559
Arkansas,PRAIRIE,845,7316,2993,0,73,0,0,19,4232,257
Arkansas,PULASKI,31675,445243,173803,8547,21304,0,26476,2853,212260,12738
Arkansas,RANDOLPH,1509,15783,8507,0,372,0,0,59,6845,685
Arkansas,SAINT FRANCIS,1786,13745,7670,0,361,0,0,122,5592,505
Arkansas,SALINE,10498,76235,35835,0,4935,0,0,450,35015,3178
Arkansas,SCOTT,942,7960,4308,0,197,0,0,21,3435,368
Arkansas,SEARCY,780,8773,4643,0,126,0,0,6,3999,353
Arkansas,SEBASTIAN,10354,77375,41369,108,3747,0,869,662,30620,4092
Arkansas,SEVIER,1087,7187,3592,0,209,0,0,30,3356,300
Arkansas,SHARP,2012,18124,10761,0,404,0,0,123,6836,751
Arkansas,STONE,1118,12126,6555,0,171,0,0,47,5352,513
Arkansas,UNION,3323,21038,9899,0,709,0,0,195,10235,1023
Arkansas,VAN BUREN,1958,17098,8148,0,211,0,0,84,8654,735
Arkansas,WASHINGTON,13393,145794,53096,8371,6631,0,2741,901,74055,5663
Arkansas,WHITE,6663,60199,31028,0,2391,0,0,439,26341,2072
Arkansas,WOODRUFF,609,4502,2415,0,85,0,0,28,1975,163
Arkansas,YELL,1475,14483,7198,0,320,0,0,116,6849,547
Arizona,APACHE,4558,27841,15641,0,1681,0,0,71,10448,1261
Arizona,COCHISE,23258,181863,101156,0,12964,0,0,1259,66485,6892
Arizona,COCONINO,9004,48034,22300,0,5904,0,0,332,19497,2117
Arizona,GILA,6229,35542,19032,0,621,0,0,249,15640,1808
Arizona,GRAHAM,2942,15996,7027,0,466,0,0,81,8422,763
Arizona,GREENLEE,1176,4128,1944,0,151,0,0,2,2031,218
Arizona,LA PAZ,2794,14937,6336,0,211,0,0,38,8351,742
Arizona,MARICOPA,266576,1864213,825483,9934,263984,0,77336,21501,665975,66175
Arizona,MOHAVE,25833,160974,76455,0,3726,0,0,761,80032,8357
Arizona,NAVAJO,7285,50103,25623,0,2013,0,0,294,22173,2379
Arizona,PIMA,88537,740787,304239,4422,53531,0,1801,7338,369457,30354
Arizona,PINAL,41282,191380,83732,0,14609,0,0,1563,91475,9575
Arizona,SANTA CRUZ,2108,13526,6838,0,765,0,0,120,5803,603
Arizona,YAVAPAI,27795,316584,104896,4651,38068,0,706,2967,165296,12671
Arizona,YUMA,19110,91687,51343,0,9187,0,0,890,30267,4038
California,ALAMEDA,56608,492636,169896,632,49265,0,39524,6257,227063,13186
California,ALPINE,129,295,176,0,27,0,0,5,87,19
California,AMADOR,4306,24409,10992,0,1190,0,0,233,11993,949
California,BUTTE,17696,112275,63370,0,7250,0,0,1496,40159,5085
California,CALAVERAS,5630,33264,16296,0,925,0,0,382,15662,1523
California,COLUSA,1205,6589,3608,0,411,0,0,167,2404,255
California,CONTRA COSTA,53369,386501,152378,17132,37986,0,5661,6802,166541,11911
California,DEL NORTE,2563,19821,12186,0,505,0,0,202,6929,801
California,EL DORADO,15508,91199,47944,0,4731,0,0,1774,36749,3455
California,FRESNO,44041,416375,163450,12272,36106,0,1305,3336,199906,14136
California,GLENN,1749,9955,5682,0,484,0,0,114,3675,493
California,HUMBOLDT,10259,96473,43290,0,3463,0,0,774,48946,4282
California,IMPERIAL,7641,51197,26765,0,8108,0,0,396,15929,1909
California,INYO,1519,10221,5769,0,239,0,0,269,3945,358
California,KERN,47178,285202,160573,49,37314,0,1457,2319,83490,9002
California,KINGS,12795,79894,37515,0,16195,0,0,419,25765,2150
California,LAKE,6602,70764,27634,0,1310,0,0,399,41421,2569
California,LASSEN,3615,19910,9254,0,782,0,0,216,9658,857
California,LOS ANGELES,301821,2644554,994740,15819,303963,0,43243,31856,1254932,75905
California,MADERA,8433,69540,31134,0,3997,0,0,457,33952,2675
California,MARIN,12379,74488,27433,0,3669,0,0,2617,40769,2134
California,MARIPOSA,2143,13943,6642,0,331,0,0,156,6814,660
California,MENDOCINO,6421,66969,28514,0,764,0,0,587,37104,2314
California,MERCED,11082,83600,40406,108,5468,0,2219,605,34794,3169
California,MODOC,960,6342,3500,0,145,0,0,19,2678,332
California,MONO,1281,3191,1401,0,222,0,0,49,1520,167
California,MONTEREY,18992,188944,97800,0,14521,0,0,1993,74629,6594
California,NAPA,9709,60532,30041,0,3687,0,0,831,25972,2122
California,NEVADA,9146,57153,34388,0,1917,0,0,1025,19823,2436
California,ORANGE,121737,719228,347556,0,105943,0,0,13430,252300,23843
California,PLACER,30146,165806,93558,0,15082,0,0,2628,54537,6083
California,PLUMAS,2003,14545,6634,0,190,0,0,70,7651,713
California,RIVERSIDE,134794,1147333,580366,208,170145,0,9038,9699,377877,37557
California,SACRAMENTO,87006,684821,330417,0,67018,0,0,7609,279777,22676
California,SAN BENITO,2625,23781,11911,0,1525,0,0,170,10175,895
California,SAN BERNARDINO,112208,899163,416030,8929,98924,0,2138,6757,366384,28918
California,SAN DIEGO,227463,2383793,1055348,22068,508150,0,73522,21564,703141,66912
California,SAN FRANCISCO,24957,337093,70971,10527,25993,0,3619,2798,223185,7151
California,SAN JOAQUIN,35495,261072,122851,0,22290,0,0,2208,113722,9168
California,SAN LUIS OBISPO,20983,100094,60830,0,6365,0,0,1945,30954,4657
California,SAN MATEO,28121,287865,67704,786,18105,0,8478,3846,188945,6815
California,SANTA BARBARA,23098,142818,82094,0,12483,0,0,3125,45116,5485
California,SANTA CLARA,58490,581147,161046,70439,40086,0,5700,7335,296542,14538
California,SANTA CRUZ,11481,97547,44972,0,4627,0,0,1286,46662,3448
California,SHASTA,16404,162739,89502,0,5796,0,0,1139,66302,6724
California,SIERRA,377,2432,919,0,0,0,0,19,1494,162
California,SISKIYOU,4285,28383,16569,0,703,0,0,272,10839,1643
California,SOLANO,33597,341957,193793,0,40558,0,0,2323,105283,9713
California,SONOMA,28599,209545,93628,0,10548,0,0,3214,102156,7338
California,STANISLAUS,25886,201777,97576,0,14649,0,0,2195,87357,6995
California,SUTTER,6804,49895,28740,0,3906,0,0,352,16898,1596
California,TEHAMA,6573,37157,16440,0,1042,0,0,536,19139,1930
California,TRINITY,1547,11538,5875,0,140,0,0,58,5465,497
California,TULARE,18253,136740,72865,0,13200,0,0,820,49855,5636
California,TUOLUMNE,6262,48445,22400,0,1179,0,0,395,24472,2141
California,VENTURA,42383,270240,146151,0,37099,0,0,5031,81959,9179
California,YOLO,9572,60480,32408,0,8140,0,0,1186,18746,1971
California,YUBA,6518,55263,30169,0,7288,0,0,703,17103,1707
Colorado,ADAMS,30534,194320,86720,0,24161,0,0,1744,81695,6479
Colorado,ALAMOSA,1081,8660,4706,0,450,0,0,98,3407,408
Colorado,ARAPAHOE,43705,287641,138619,0,38271,0,0,3726,107026,9397
Colorado,ARCHULETA,1019,8611,4928,0,139,0,0,79,3466,436
Colorado,BACA,374,1656,749,0,9,0,0,55,844,85
Colorado,BENT,542,7597,3396,24,173,0,0,63,3941,240
Colorado,BOULDER,16275,70673,32955,0,14575,0,0,2131,21012,2316
Colorado,BROOMFIELD,3552,22440,11129,0,3440,0,0,315,7556,643
Colorado,CHAFFEE,1903,8271,4468,0,256,0,0,141,3406,474
Colorado,CHEYENNE,145,734,301,0,0,0,0,1,432,43
Colorado,CLEAR CREEK,843,3795,1689,0,76,0,0,23,2007,189
Colorado,CONEJOS,561,5105,3142,0,121,0,0,25,1818,231
Colorado,COSTILLA,306,3786,2016,0,62,0,0,13,1695,203
Colorado,CROWLEY,586,4172,2463,0,69,0,0,13,1627,144
Colorado,CUSTER,522,4840,2809,0,35,0,0,256,1740,199
Colorado,DELTA,3134,27131,10842,0,411,0,0,334,15544,1305
Colorado,DENVER,31459,740107,100353,429432,28458,0,19644,3254,158967,9197
Colorado,DOLORES,171,1277,580,0,2,0,0,5,690,59
Colorado,DOUGLAS,21251,99766,56832,0,13557,0,0,3443,25934,2938
Colorado,EAGLE,2268,5706,2892,0,314,0,0,186,2315,322
Colorado,ELBERT,2264,9925,4831,0,829,0,0,180,4085,402
Colorado,EL PASO,83461,849901,509456,0,172724,0,0,6672,161049,21884
Colorado,FREMONT,7153,39167,23912,0,1793,0,0,222,13240,1559
Colorado,GARFIELD,3729,17724,7096,0,830,0,0,334,9464,1001
Colorado,GILPIN,411,3239,1525,0,50,0,0,203,1460,104
Colorado,GRAND,1022,5068,2571,0,156,0,0,162,2179,232
Colorado,GUNNISON,944,4383,1966,0,369,0,0,90,1958,223
Colorado,HINSDALE,67,418,290,0,0,0,0,4,124,20
Colorado,HUERFANO,995,7831,4878,0,101,0,0,44,2809,349
Colorado,JACKSON,163,628,330,0,0,0,0,27,271,34
Colorado,JEFFERSON,40399,287044,112468,1820,39532,0,39835,4497,88892,7850
Colorado,KIOWA,108,312,102,0,0,0,0,0,210,27
Colorado,KIT CARSON,621,2505,780,0,156,0,0,73,1495,175
Colorado,LAKE,506,2349,1196,0,220,0,0,93,840,99
Colorado,LA PLATA,4207,21751,11532,0,960,0,0,779,8480,1123
Colorado,LARIMER,22542,139839,69170,0,19636,0,0,1826,49207,5884
Colorado,LAS ANIMAS,1422,11879,6864,0,274,0,0,106,4635,539
Colorado,LINCOLN,603,2127,909,0,81,0,0,11,1126,107
Colorado,LOGAN,1807,7139,3094,0,295,0,0,54,3695,366
Colorado,MESA,14289,160552,46938,7242,5772,0,589,774,99237,6402
Colorado,MINERAL,80,586,385,0,6,0,0,0,195,32
Colorado,MOFFAT,1193,6167,2067,0,167,0,0,66,3866,321
Colorado,MONTEZUMA,2459,13128,7887,0,351,0,0,118,4772,751
Colorado,MONTROSE,3609,27677,10356,0,602,0,0,436,16282,1503
Colorado,MORGAN,1738,7504,3470,0,274,0,0,91,3669,418
Colorado,OTERO,1674,17051,10804,0,350,0,0,48,5849,588
Colorado,OURAY,416,2052,623,0,58,0,0,18,1352,123
Colorado,PARK,1784,12346,6931,0,589,0,0,69,4757,453
Colorado,PHILLIPS,318,1117,368,0,64,0,0,35,651,74
Colorado,PITKIN,897,1798,898,0,5,0,0,75,820,129
Colorado,PROWERS,811,6277,2678,0,138,0,0,70,3391,254
Colorado,PUEBLO,16663,146575,80638,0,7977,0,0,945,57015,5480
Colorado,RIO BLANCO,578,3296,1235,0,185,0,0,5,1871,202
Colorado,RIO GRANDE,1043,8031,4986,0,127,0,0,48,2869,361
Colorado,ROUTT,1293,4642,2682,0,261,0,0,105,1593,254
Colorado,SAGUACHE,485,2339,1196,0,36,0,0,0,1107,168
Colorado,SAN JUAN,65,193,64,0,19,0,0,0,110,21
Colorado,SAN MIGUEL,378,1478,681,0,11,0,0,71,716,93
Colorado,SEDGWICK,259,1920,686,0,40,0,0,0,1193,92
Colorado,SUMMIT,1389,3537,2003,0,447,0,0,72,1016,165
Colorado,TELLER,3170,24003,15699,0,1596,0,0,531,6177,754
Colorado,WASHINGTON,421,1417,595,0,26,0,0,0,796,102
Colorado,WELD,21105,106957,51277,0,9613,0,0,1796,44271,4460
Colorado,YUMA,692,2374,1231,0,14,0,0,19,1109,128
Connecticut,FAIRFIELD,37668,184570,63419,0,16008,0,0,6454,98690,8377
Connecticut,HARTFORD,52078,294534,111673,0,25577,0,13677,6044,137563,12754
Connecticut,LITCHFIELD,14202,67608,27318,0,4451,0,0,1816,34023,3329
Connecticut,MIDDLESEX,11540,58900,22328,0,5037,0,0,1132,30404,2626
Connecticut,NEW HAVEN,46041,431927,111668,160,30384,0,1778,4491,283447,14129
Connecticut,NEW LONDON,25476,120127,58420,0,15910,0,0,1554,44242,5215
Connecticut,TOLLAND,9995,44413,18656,0,6180,0,0,722,18856,2115
Connecticut,WINDHAM,9548,47043,21745,0,4104,0,0,401,20793,2039
District of Columbia,DISTRICT OF COLUMBIA,29470,2960157,88498,163143,29182,0,2436002,3507,239825,8580
Delaware,KENT,19806,115579,66933,0,16441,0,0,821,31383,4010
Delaware,NEW CASTLE,34992,223429,88225,2646,15733,0,3328,2512,110984,7612
Delaware,SUSSEX,22556,83270,49140,0,4505,0,0,1139,28487,4035
Florida,ALACHUA,18515,248350,65757,6676,12879,0,4616,1359,157064,7840
Florida,BAKER,2786,15094,6448,0,568,0,0,34,8044,650
Florida,BAY,23522,153718,106397,0,12982,0,0,1292,33046,5756
Florida,BRADFORD,4134,24647,8223,0,797,0,0,64,15564,956
Florida,BREVARD,65915,550525,300315,8973,40579,0,609,6620,193430,23474
Florida,BROWARD,83301,629104,288205,0,75216,0,0,8172,257512,24626
Florida,CALHOUN,1268,8387,4189,0,319,0,0,219,3661,383
Florida,CHARLOTTE,20182,126446,70948,0,3720,0,0,1991,49788,6852
Florida,CITRUS,28095,143978,67082,0,3575,0,0,1394,71927,8298
Florida,CLAY,30788,197417,110141,0,30401,0,0,1796,55079,6944
Florida,COLLIER,28221,99704,56264,0,5649,0,0,3292,34498,6019
Florida,COLUMBIA,8196,113816,33767,0,1968,0,0,244,77837,3679
Florida,DE SOTO,2411,15305,7824,0,218,0,0,39,7224,743
Florida,DIXIE,1647,20767,6184,0,200,0,0,84,14299,923
Florida,DUVAL,98830,603676,293592,472,105025,0,1486,5544,197558,24530
Florida,ESCAMBIA,41641,283768,173564,204,27144,0,2602,2585,77669,11078
Florida,FLAGLER,12610,71119,38387,0,5123,0,0,955,26654,3586
Florida,FRANKLIN,1499,6860,3490,0,76,0,0,31,3264,413
Florida,GADSDEN,3874,26360,11543,0,1264,0,0,87,13466,1367
Florida,GILCHRIST,1647,16323,6104,0,402,0,0,43,9775,706
Florida,GLADES,1043,7183,1907,0,86,0,0,15,5176,418
Florida,GULF,1790,9550,6034,0,322,0,0,116,3079,474
Florida,HAMILTON,1288,12060,5072,0,266,0,0,64,6659,481
Florida,HARDEE,1548,8945,4089,0,255,0,0,68,4534,375
Florida,HENDRY,1865,14240,7009,0,507,0,0,110,6614,600
Florida,HERNANDO,22515,178957,90323,0,7644,0,0,1854,79136,8055
Florida,HIGHLANDS,10313,75311,37987,0,1943,0,0,790,34592,3936
Florida,HILLSBOROUGH,93172,1070288,425837,10662,115601,0,6477,8473,503238,33840
Florida,HOLMES,2068,16699,12301,0,447,0,0,94,3856,578
Florida,INDIAN RIVER,14810,87121,50537,0,3164,0,0,1841,31578,4798
Florida,JACKSON,5022,34171,18700,0,1404,0,0,169,13898,1626
Florida,JEFFERSON,1470,8613,4879,0,295,0,0,49,3391,461
Florida,LAFAYETTE,747,4906,1388,0,58,0,0,20,3440,268
Florida,LAKE,34264,231158,120814,0,10436,0,0,2502,97406,11862
Florida,LEE,56259,327496,164805,0,18887,0,0,5254,138550,19014
Florida,LEON,19195,119730,49360,11713,13873,0,718,1420,42645,5519
Florida,LEVY,4604,51856,15568,0,1001,0,0,129,35158,2200
Florida,LIBERTY,658,2969,1690,0,174,0,0,46,1058,164
Florida,MADISON,1910,12508,5572,0,331,0,0,54,6551,591
Florida,MANATEE,30881,193917,102695,0,10682,0,0,3103,77436,9971
Florida,MARION,45959,292166,121927,0,8317,0,0,2872,159050,16253
Florida,MARTIN,14612,90030,42867,0,3333,0,0,2091,41738,5123
Florida,MIAMI-DADE,61444,622732,231750,10,76687,0,3209,4733,306344,18508
Florida,MONROE,7852,58062,25988,0,4777,0,0,689,26608,2549
Florida,NASSAU,9060,48173,24403,0,3918,0,0,1151,18702,2051
Florida,OKALOOSA,32879,246128,175802,0,32039,0,0,2051,36235,6911
Florida,OKEECHOBEE,3151,30788,13512,0,636,0,0,160,16480,1335
Florida,ORANGE,67688,697967,283887,40409,89488,0,7768,6185,270230,23322
Florida,OSCEOLA,17858,187804,88586,0,15754,0,0,2009,81455,6708
Florida,PALM BEACH,77473,664871,259540,326,42387,0,5342,15446,341829,31913
Florida,PASCO,52269,436014,191147,0,26676,0,0,3957,214234,19234
Florida,PINELLAS,86727,1057406,350505,45897,51469,0,112235,9506,487794,33171
Florida,POLK,56619,367839,173218,0,20935,0,0,3104,170581,15585
Florida,PUTNAM,7688,71343,24591,0,2181,0,0,585,43986,3266
Florida,SAINT JOHNS,21802,110611,59927,0,11533,0,28,2064,37058,5069
Florida,SAINT LUCIE,23686,201650,95095,0,11183,0,0,1648,93724,9603
Florida,SANTA ROSA,23780,172875,120262,0,21623,0,0,996,29994,5455
