State,County/ Congressional District,Veteran Population*,Total Expenditure,Compensation & Pension,Construction,Education & Vocational Rehabilitation/ Employment,Loan Guaranty#,General Operating Expenses,Insurance & Indemnities,Medical Care,Unique Patients**
Indiana,DELAWARE,8487,37379,19713,0,2392,0,0,343,14931,2501
Indiana,DUBOIS,2980,8018,4061,0,490,0,0,100,3368,791
Indiana,ELKHART,11649,37221,19419,0,2298,0,0,492,15012,3394
Indiana,FAYETTE,1994,8499,4232,0,302,0,0,141,3823,555
Indiana,FLOYD,7253,25876,12308,0,1621,0,150,347,11450,1756
Indiana,FOUNTAIN,1317,7260,2493,0,103,0,0,25,4639,440
Indiana,FRANKLIN,1910,7275,3747,0,358,0,0,44,3127,471
Indiana,FULTON,1562,6993,2817,0,295,0,0,57,3824,533
Indiana,GIBSON,2354,7923,4432,0,299,0,0,71,3121,698
Indiana,GRANT,5347,75182,27408,1194,902,0,2778,262,42638,2808
Indiana,GREENE,3018,12340,7835,0,538,0,0,139,3827,792
Indiana,HAMILTON,14704,48174,28108,0,5547,0,0,1356,13163,2354
Indiana,HANCOCK,5358,28153,18440,0,1862,0,0,337,7513,1151
Indiana,HARRISON,3575,17193,8783,0,858,0,0,147,7405,1073
Indiana,HENDRICKS,12808,43917,23414,0,4043,0,0,750,15711,2242
Indiana,HENRY,4269,16290,8114,0,747,0,0,61,7367,897
Indiana,HOWARD,7109,27926,16433,0,1737,0,0,243,9513,1562
Indiana,HUNTINGTON,2900,12978,6908,0,509,0,0,68,5493,937
Indiana,JACKSON,2980,10933,5506,0,501,0,0,202,4724,798
Indiana,JASPER,2748,7822,3787,0,524,0,0,120,3391,536
Indiana,JAY,1832,5432,2548,0,161,0,0,77,2646,528
Indiana,JEFFERSON,2790,11690,6592,0,368,0,0,90,4640,794
Indiana,JENNINGS,2285,10323,4835,0,350,0,0,66,5071,538
Indiana,JOHNSON,11288,42477,21182,0,3941,0,0,608,16746,2354
Indiana,KNOX,3126,13398,7294,0,492,0,0,213,5399,898
Indiana,KOSCIUSKO,5643,18264,8368,0,963,0,0,196,8738,1423
Indiana,LAGRANGE,1828,6479,3544,0,259,0,0,98,2578,469
Indiana,LAKE,37851,117759,55268,0,8093,0,0,1584,52814,7760
Indiana,LA PORTE,10370,26822,13176,0,2092,0,0,520,11035,1929
Indiana,LAWRENCE,3935,14746,8997,0,904,0,0,262,4583,1091
Indiana,MADISON,12257,45550,25516,0,1969,0,0,405,17659,2506
Indiana,MARION,57644,366398,132225,7290,21972,0,34533,3675,166705,17585
Indiana,MARSHALL,3020,10447,5388,0,809,0,0,213,4038,934
Indiana,MARTIN,1055,3777,2533,0,195,0,0,25,1023,252
Indiana,MIAMI,4035,20781,12204,0,947,0,0,57,7573,1330
Indiana,MONROE,7099,28654,14914,0,3740,0,0,814,9186,2190
Indiana,MONTGOMERY,3030,9940,4326,0,270,0,0,122,5221,676
Indiana,MORGAN,6555,24468,11708,0,1444,0,0,178,11137,1383
Indiana,NEWTON,1535,4441,1800,0,103,0,0,63,2474,274
Indiana,NOBLE,3423,11635,5507,0,777,0,0,93,5258,889
Indiana,OHIO,604,2030,994,0,55,0,0,16,964,177
Indiana,ORANGE,1662,6207,3372,0,357,0,0,124,2354,436
Indiana,OWEN,2705,8485,4576,0,271,0,0,20,3619,551
Indiana,PARKE,1395,6414,2929,0,146,0,0,17,3321,427
Indiana,PERRY,1588,5452,3210,0,138,0,0,57,2048,422
Indiana,PIKE,1143,3554,2343,0,107,0,0,25,1080,254
Indiana,PORTER,14366,33597,17367,0,3818,0,0,1195,11216,2094
Indiana,POSEY,2139,7446,4177,0,410,0,0,70,2790,505
Indiana,PULASKI,1119,4421,1848,0,314,0,0,65,2195,288
Indiana,PUTNAM,2749,11811,5889,0,463,0,0,30,5429,682
Indiana,RANDOLPH,1894,8715,4158,0,287,0,0,43,4227,680
Indiana,RIPLEY,2138,9075,3919,0,268,0,0,55,4833,649
Indiana,RUSH,1628,4857,2535,0,294,0,0,41,1986,307
Indiana,ST JOSEPH,18908,54465,29340,0,4932,0,0,1111,19083,5282
Indiana,SCOTT,1881,8143,4029,0,314,0,0,23,3776,626
Indiana,SHELBY,3917,13502,6246,0,869,0,0,273,6114,899
Indiana,SPENCER,1780,6989,4125,0,273,0,0,127,2464,453
Indiana,STARKE,1867,5961,2941,0,240,0,0,144,2636,455
Indiana,STEUBEN,2468,10278,5633,0,416,0,0,140,4089,747
Indiana,SULLIVAN,2087,6386,3722,0,241,0,0,59,2364,504
Indiana,SWITZERLAND,974,3633,1523,0,139,0,0,29,1942,209
Indiana,TIPPECANOE,10009,36995,15142,0,5283,0,0,832,15739,2079
Indiana,TIPTON,1308,4568,3085,0,185,0,0,23,1275,265
Indiana,UNION,565,2105,1036,0,76,0,0,16,976,144
Indiana,VANDERBURGH,13138,56437,27659,0,3944,0,0,1025,23809,4319
Indiana,VERMILLION,1684,7632,3264,0,213,0,0,33,4121,508
Indiana,VIGO,7299,35475,18519,0,1916,0,0,535,14505,2669
Indiana,WABASH,2988,12521,6608,0,450,0,0,185,5278,809
Indiana,WARREN,740,3388,1412,0,96,0,0,3,1876,205
Indiana,WARRICK,5716,18332,10525,0,910,0,0,260,6637,1104
Indiana,WASHINGTON,2205,11582,5287,0,510,0,0,78,5707,706
Indiana,WAYNE,6011,26526,11744,0,1056,0,0,215,13511,1866
Indiana,WELLS,2249,6639,3545,0,358,0,0,143,2593,547
Indiana,WHITE,2225,8078,4462,0,310,0,0,199,3107,547
Indiana,WHITLEY,2574,8933,5004,0,613,0,0,80,3236,646
Kansas,ALLEN,1066,4261,1866,0,172,0,0,135,2088,322
Kansas,ANDERSON,536,2550,1127,0,74,0,0,17,1334,187
Kansas,ATCHISON,1264,6107,2385,0,207,0,0,54,3461,358
Kansas,BARBER,356,1473,826,0,68,0,0,38,541,123
Kansas,BARTON,2174,6011,3141,0,313,0,0,169,2389,678
Kansas,BOURBON,1404,6298,2374,1601,267,0,0,126,1930,421
Kansas,BROWN,999,3617,1787,0,121,0,0,152,1556,238
Kansas,BUTLER,5586,24117,11552,0,1824,0,0,278,10463,1238
Kansas,CHASE,299,849,448,0,14,0,0,34,353,74
Kansas,CHAUTAUQUA,377,1850,875,0,51,0,0,27,898,101
Kansas,CHEROKEE,1705,6532,3676,0,481,0,0,168,2207,503
Kansas,CHEYENNE,263,593,388,0,1,0,0,11,192,90
Kansas,CLARK,225,645,303,0,60,0,0,57,224,71
Kansas,CLAY,915,5339,3499,0,418,0,0,39,1383,303
Kansas,CLOUD,969,2661,1429,0,151,0,0,35,1046,234
Kansas,COFFEY,882,3197,1411,0,131,0,0,17,1639,205
Kansas,COMANCHE,195,513,310,0,15,0,0,1,188,54
Kansas,COWLEY,2727,11468,4843,0,575,0,0,225,5824,733
Kansas,CRAWFORD,3091,9357,4986,0,1209,0,0,378,2783,626
Kansas,DECATUR,293,726,356,0,3,0,0,36,331,112
Kansas,DICKINSON,2291,12777,7670,0,1137,0,0,81,3890,628
Kansas,DONIPHAN,604,2150,967,0,121,0,0,23,1039,184
Kansas,DOUGLAS,6514,24197,10801,0,4195,0,0,630,8570,1401
Kansas,EDWARDS,257,657,309,0,21,0,0,44,284,84
Kansas,ELK,251,1694,940,0,23,0,0,10,720,89
Kansas,ELLIS,1994,5245,2328,0,628,0,0,133,2156,660
Kansas,ELLSWORTH,554,1788,975,0,66,0,0,52,694,166
Kansas,FINNEY,1801,4392,2352,0,288,0,0,83,1670,317
Kansas,FORD,1477,5047,2285,0,274,0,0,109,2380,528
Kansas,FRANKLIN,2196,7502,3646,0,514,0,0,20,3323,532
Kansas,GEARY,3416,45627,28109,0,7662,0,0,151,9705,1469
Kansas,GOVE,231,552,304,0,8,0,0,8,232,105
Kansas,GRAHAM,231,597,355,0,40,0,0,14,188,66
Kansas,GRANT,344,429,253,0,6,0,0,2,168,44
Kansas,GRAY,238,831,310,0,40,0,0,26,454,84
Kansas,GREELEY,83,113,73,0,5,0,0,0,34,18
Kansas,GREENWOOD,704,2505,1274,0,74,0,0,24,1133,190
Kansas,HAMILTON,192,248,113,0,2,0,0,47,86,45
Kansas,HARPER,419,1273,442,0,60,0,0,63,708,110
Kansas,HARVEY,2598,8764,4015,0,494,0,0,177,4079,524
Kansas,HASKELL,152,273,210,0,0,0,0,4,59,25
Kansas,HODGEMAN,146,651,398,0,28,0,0,19,206,51
Kansas,JACKSON,1273,7425,4088,0,251,0,0,109,2977,422
Kansas,JEFFERSON,1911,10582,4446,0,385,0,0,21,5730,531
Kansas,JEWELL,376,1449,733,0,24,0,0,8,683,98
Kansas,JOHNSON,38192,107811,53661,0,11106,0,0,4524,38519,6375
Kansas,KEARNY,269,676,354,0,64,0,0,73,185,41
Kansas,KINGMAN,743,2257,1183,0,79,0,0,62,934,177
Kansas,KIOWA,264,379,161,0,1,0,0,1,215,47
Kansas,LABETTE,1832,5717,3255,0,206,0,0,73,2184,477
Kansas,LANE,175,346,204,0,6,0,0,23,113,60
Kansas,LEAVENWORTH,8751,107666,39361,3110,6592,0,16871,500,41233,3039
Kansas,LINCOLN,296,943,318,0,46,0,0,3,576,108
Kansas,LINN,899,4984,2774,0,54,0,0,97,2059,335
Kansas,LOGAN,261,408,197,0,7,0,0,38,167,74
Kansas,LYON,2289,11080,5384,0,841,0,0,320,4534,684
Kansas,MCPHERSON,2404,4520,2306,0,106,0,0,221,1887,329
Kansas,MARION,830,4647,1629,0,434,0,0,21,2563,512
Kansas,MARSHALL,1113,4059,1874,0,153,0,0,17,2014,214
Kansas,MEADE,280,798,280,0,6,0,0,15,497,84
Kansas,MIAMI,2318,9533,5447,0,429,0,0,201,3455,682
Kansas,MITCHELL,493,1271,484,0,90,0,0,122,575,145
Kansas,MONTGOMERY,3240,10377,5803,0,482,0,0,77,4015,730
Kansas,MORRIS,574,4200,2686,0,179,0,0,32,1303,202
Kansas,MORTON,168,605,345,0,14,0,0,1,245,39
Kansas,NEMAHA,875,3035,1520,0,98,0,0,6,1411,241
Kansas,NEOSHO,1167,5012,2288,0,185,0,0,190,2349,408
Kansas,NESS,326,383,190,0,25,0,0,2,166,98
Kansas,NORTON,568,1502,747,0,41,0,0,101,613,155
Kansas,OSAGE,1776,9286,4233,0,368,0,0,16,4670,576
Kansas,OSBORNE,382,948,437,0,53,0,0,27,431,118
Kansas,OTTAWA,539,1838,962,0,99,0,0,7,770,140
Kansas,PAWNEE,548,2158,1234,0,18,0,0,52,854,187
Kansas,PHILLIPS,576,1976,1081,0,46,0,0,67,783,206
Kansas,POTTAWATOMIE,1748,8664,4672,0,938,0,0,62,2991,441
Kansas,PRATT,659,2159,922,0,61,0,0,137,1039,158
Kansas,RAWLINS,286,537,367,0,8,0,0,11,151,66
Kansas,RENO,5364,19316,9508,0,685,0,0,276,8847,1482
Kansas,REPUBLIC,517,1555,854,0,61,0,0,103,538,137
Kansas,RICE,745,3126,1683,0,115,0,0,57,1270,209
Kansas,RILEY,5127,30377,16678,0,7945,0,0,175,5579,1009
Kansas,ROOKS,435,1538,869,0,56,0,0,64,549,164
Kansas,RUSH,413,780,300,0,28,0,0,5,448,128
Kansas,RUSSELL,567,1985,1079,0,77,0,0,49,780,251
Kansas,SALINE,4800,17237,8113,0,1989,0,0,367,6767,1338
Kansas,SCOTT,371,717,491,0,24,0,0,8,194,70
Kansas,SEDGWICK,37285,192001,76899,4,16441,0,9437,3340,85881,9322
Kansas,SEWARD,1123,1929,935,0,50,0,0,39,905,208
Kansas,SHAWNEE,15872,138042,54494,0,4681,0,3445,887,74536,6006
Kansas,SHERIDAN,225,409,262,0,6,0,0,24,117,59
Kansas,SHERMAN,622,1468,793,0,47,0,0,35,593,122
Kansas,SMITH,371,1353,913,0,14,0,0,1,424,146
Kansas,STAFFORD,316,1078,663,0,22,0,0,5,388,99
Kansas,STANTON,112,140,16,0,8,0,0,7,109,7
Kansas,STEVENS,339,593,219,0,10,0,0,100,265,55
Kansas,SUMNER,2084,8078,3610,0,371,0,0,157,3941,443
Kansas,THOMAS,427,1236,635,0,40,0,0,175,385,134
Kansas,TREGO,304,941,557,0,36,0,0,10,339,98
Kansas,WABAUNSEE,664,5048,2168,0,388,0,0,24,2468,243
Kansas,WALLACE,143,221,141,0,11,0,0,1,68,30
Kansas,WASHINGTON,506,2324,1151,0,17,0,0,35,1122,160
Kansas,WICHITA,155,416,186,0,31,0,0,11,189,32
Kansas,WILSON,1051,3852,2035,0,92,0,0,96,1629,239
Kansas,WOODSON,366,1859,583,0,53,0,0,111,1111,117
Kansas,WYANDOTTE,10190,56361,23263,0,2047,0,0,259,30792,3065
Kentucky,ADAIR,1023,6783,4024,0,136,0,0,4,2619,377
Kentucky,ALLEN,1452,7227,4481,0,257,0,0,64,2425,353
Kentucky,ANDERSON,1560,10071,5161,0,504,0,0,85,4320,493
Kentucky,BALLARD,864,4597,2512,0,124,0,0,16,1946,265
Kentucky,BARREN,3164,14481,9516,0,666,0,0,141,4158,714
Kentucky,BATH,905,5674,2946,0,77,0,0,56,2594,326
Kentucky,BELL,2329,12980,9262,0,392,0,0,65,3261,486
Kentucky,BOONE,8697,34738,17531,0,3746,0,0,310,13150,2081
Kentucky,BOURBON,1539,8771,3957,0,341,0,0,16,4457,502
Kentucky,BOYD,4454,29107,16034,0,740,0,0,291,12042,1449
Kentucky,BOYLE,2974,12109,6429,0,479,0,0,35,5166,656
Kentucky,BRACKEN,710,3240,1517,0,175,0,0,50,1499,205
Kentucky,BREATHITT,1026,7293,4854,0,100,0,0,3,2336,309
Kentucky,BRECKINRIDGE,1537,13107,8897,0,593,0,0,69,3548,566
Kentucky,BULLITT,6519,28655,16130,0,2617,0,0,238,9671,1476
Kentucky,BUTLER,934,4636,3160,0,267,0,0,108,1101,250
Kentucky,CALDWELL,1156,5838,3191,0,194,0,0,14,2440,365
Kentucky,CALLOWAY,2650,15575,8746,0,1137,0,0,341,5351,709
Kentucky,CAMPBELL,6409,37726,12675,0,2257,0,0,375,22419,1948
Kentucky,CARLISLE,388,2246,1207,0,15,0,0,11,1012,146
Kentucky,CARROLL,1183,5429,1978,0,110,0,0,48,3294,315
Kentucky,CARTER,1700,13071,7289,0,290,0,0,36,5455,602
Kentucky,CASEY,1222,8703,4648,0,203,0,0,216,3636,442
Kentucky,CHRISTIAN,6237,54332,32549,0,9582,0,0,721,11481,1934
Kentucky,CLARK,2997,18431,9667,0,807,0,0,111,7847,927
Kentucky,CLAY,1449,7792,4968,0,128,0,0,38,2658,344
Kentucky,CLINTON,816,3740,2242,0,103,0,0,18,1376,225
Kentucky,CRITTENDEN,828,4772,3450,0,92,0,0,1,1229,238
Kentucky,CUMBERLAND,577,2476,1745,0,51,0,0,1,679,134
Kentucky,DAVIESS,9153,33167,19549,0,1638,0,0,204,11776,2109
Kentucky,EDMONSON,1028,5965,3634,0,185,0,0,37,2110,287
Kentucky,ELLIOTT,262,2876,2001,0,43,0,0,3,829,103
Kentucky,ESTILL,931,7905,4057,0,199,0,0,28,3621,356
Kentucky,FAYETTE,19421,128748,50500,5388,8899,0,4273,1698,57991,6006
Kentucky,FLEMING,1081,6733,3365,0,167,0,0,14,3186,398
Kentucky,FLOYD,2366,20069,12295,0,364,0,0,40,7370,952
Kentucky,FRANKLIN,4097,20086,10972,0,907,0,0,646,7561,970
Kentucky,FULTON,560,3656,1885,0,99,0,0,13,1659,197
Kentucky,GALLATIN,722,3001,1088,0,67,0,0,12,1834,194
Kentucky,GARRARD,1262,10177,5458,0,348,0,0,280,4091,497
Kentucky,GRANT,2306,9822,4917,0,592,0,0,10,4303,517
Kentucky,GRAVES,3073,14912,7893,0,574,0,0,118,6328,1029
Kentucky,GRAYSON,1936,11343,6263,0,267,0,0,92,4721,650
Kentucky,GREEN,1028,4578,2583,0,208,0,0,3,1783,287
Kentucky,GREENUP,3477,21353,12789,0,605,0,0,100,7859,1075
Kentucky,HANCOCK,662,2971,1737,0,138,0,0,55,1042,169
Kentucky,HARDIN,13766,140616,101994,0,14838,0,0,1042,22741,4259
Kentucky,HARLAN,1962,22204,14742,0,370,0,0,184,6908,742
Kentucky,HARRISON,1438,9380,5070,0,257,0,0,50,4003,507
Kentucky,HART,1275,7003,4061,0,252,0,0,29,2662,363
Kentucky,HENDERSON,3646,13927,7328,0,554,0,0,346,5699,1046
Kentucky,HENRY,1475,5831,2649,0,281,0,0,192,2710,343
Kentucky,HICKMAN,451,2058,1252,0,33,0,0,5,767,131
Kentucky,HOPKINS,3771,18123,11580,0,652,0,0,192,5699,1116
Kentucky,JACKSON,531,5045,3169,0,79,0,0,6,1792,267
Kentucky,JEFFERSON,54949,308068,127964,1110,22072,0,24577,4027,128317,16405
Kentucky,JESSAMINE,3039,30299,10330,1820,1308,0,935,228,15678,1263
Kentucky,JOHNSON,1666,17455,11137,0,281,0,0,180,5857,686
Kentucky,KENTON,11994,52195,19837,0,4043,0,0,831,27483,3118
Kentucky,KNOTT,768,8321,5517,0,138,0,0,32,2634,369
Kentucky,KNOX,2148,13252,8619,0,368,0,0,56,4209,569
Kentucky,LARUE,1290,6125,3855,0,359,0,0,64,1847,289
Kentucky,LAUREL,3800,31617,20221,0,676,0,0,134,10586,1448
Kentucky,LAWRENCE,1211,9584,5739,0,132,0,0,44,3670,446
Kentucky,LEE,466,4256,2481,0,112,0,0,12,1651,197
Kentucky,LESLIE,486,3783,2592,0,57,0,0,6,1127,206
Kentucky,LETCHER,1221,10314,6815,0,101,0,0,4,3394,470
Kentucky,LEWIS,788,6436,3006,0,90,0,0,3,3338,392
Kentucky,LINCOLN,1664,11936,6087,0,294,0,0,221,5333,662
Kentucky,LIVINGSTON,1030,5068,2825,0,74,0,0,6,2163,273
Kentucky,LOGAN,2136,10851,5575,0,346,0,0,38,4892,527
Kentucky,LYON,851,5462,3475,0,176,0,0,86,1726,264
Kentucky,MC CRACKEN,5666,30926,16117,0,1252,0,0,335,13222,2003
Kentucky,MC CREARY,1081,11946,7766,0,306,0,0,15,3860,571
Kentucky,MC LEAN,929,2638,1531,0,68,0,0,10,1029,190
Kentucky,MADISON,4916,41068,22465,0,3431,0,0,284,14888,2050
Kentucky,MAGOFFIN,422,5038,2972,0,58,0,0,58,1950,246
Kentucky,MARION,1204,6039,3230,0,265,0,390,58,2096,345
Kentucky,MARSHALL,3175,15517,8628,0,578,0,0,135,6176,1062
Kentucky,MARTIN,637,4972,3015,0,29,0,0,1,1927,231
Kentucky,MASON,1351,6847,3087,0,286,0,0,26,3448,424
Kentucky,MEADE,3506,29631,20672,0,3381,0,0,246,5331,958
Kentucky,MENIFEE,558,3626,2409,0,108,0,0,19,1089,167
Kentucky,MERCER,1695,9684,4798,0,299,0,0,45,4542,516
Kentucky,METCALFE,673,3086,1601,0,157,0,0,2,1326,166
Kentucky,MONROE,627,2952,1871,0,141,0,0,1,938,149
Kentucky,MONTGOMERY,2144,11903,6212,0,485,0,0,87,5119,641
Kentucky,MORGAN,1046,5215,2899,0,110,0,0,52,2154,257
Kentucky,MUHLENBERG,2156,10798,7154,0,409,0,0,73,3162,514
Kentucky,NELSON,3454,15097,8157,0,1075,0,0,186,5679,898
Kentucky,NICHOLAS,622,3861,1536,0,36,0,0,3,2285,215
Kentucky,OHIO,2078,9629,6076,0,285,0,0,48,3221,505
Kentucky,OLDHAM,5119,16769,9285,0,1285,0,0,426,5774,833
Kentucky,OWEN,908,4635,2304,0,169,0,0,25,2137,200
Kentucky,OWSLEY,279,2600,1622,0,19,0,0,0,959,130
Kentucky,PENDLETON,1382,5024,2304,0,166,0,0,2,2551,329
Kentucky,PERRY,1636,16284,11281,0,318,0,0,44,4641,723
Kentucky,PIKE,4005,30761,20148,0,571,0,0,104,9938,1380
Kentucky,POWELL,917,8726,5072,0,184,0,0,24,3446,395
Kentucky,PULASKI,5102,38072,21681,0,983,0,93,192,15122,2198
Kentucky,ROBERTSON,167,1274,562,0,7,0,0,0,705,53
Kentucky,ROCKCASTLE,992,8233,5281,0,203,0,0,25,2724,383
Kentucky,ROWAN,1343,10244,5502,0,384,0,0,53,4305,588
Kentucky,RUSSELL,1427,8117,4969,0,123,0,0,14,3010,466
Kentucky,SCOTT,3273,15924,7711,0,1087,0,0,96,7030,835
Kentucky,SHELBY,2821,12510,6797,0,996,0,0,223,4494,630
Kentucky,SIMPSON,1659,6120,3353,0,302,0,0,82,2382,329
Kentucky,SPENCER,1412,6635,3938,0,523,0,0,13,2161,288
Kentucky,TAYLOR,1792,9766,5968,0,583,0,0,52,3163,529
Kentucky,TODD,870,5548,3584,0,264,0,0,18,1682,270
Kentucky,TRIGG,1414,9692,6575,0,527,0,0,64,2527,428
Kentucky,TRIMBLE,750,4201,2307,0,97,0,0,19,1778,230
Kentucky,UNION,1006,5525,3006,0,144,0,0,56,2319,329
Kentucky,WARREN,7946,34937,21508,0,2652,0,0,445,10331,1801
Kentucky,WASHINGTON,604,4112,2570,0,114,0,0,16,1412,185
Kentucky,WAYNE,1813,10424,6454,0,197,0,0,28,3745,563
Kentucky,WEBSTER,923,4776,2759,0,110,0,0,9,1899,307
Kentucky,WHITLEY,2655,20304,12451,0,528,0,0,180,7144,898
Kentucky,WOLFE,440,3396,1994,0,77,0,0,41,1284,196
Kentucky,WOODFORD,1939,10747,4824,0,532,0,0,95,5297,523
Louisiana,ACADIA,3784,15696,9065,0,650,0,0,147,5833,1119
Louisiana,ALLEN,1742,9062,5029,0,240,0,0,31,3761,535
Louisiana,ASCENSION,5695,25513,14892,0,2323,0,0,149,8149,1165
Louisiana,ASSUMPTION,1135,6024,3287,0,167,0,0,26,2543,359
Louisiana,AVOYELLES,2731,19794,10402,0,352,0,0,190,8851,1108
Louisiana,BEAUREGARD,2940,22362,14749,0,1474,0,0,134,6006,992
Louisiana,BIENVILLE,1093,8306,4041,0,160,0,0,100,4005,392
Louisiana,BOSSIER,11902,87418,53419,0,8997,0,0,965,24036,3548
Louisiana,CADDO,19718,140214,63721,4957,7813,0,3472,1480,58771,6586
Louisiana,CALCASIEU,14690,57909,31976,0,4213,0,0,885,20835,3232
Louisiana,CALDWELL,698,3724,2188,0,78,0,0,25,1434,232
Louisiana,CAMERON,529,1311,890,0,85,0,0,23,313,73
Louisiana,CATAHOULA,607,4989,2382,0,77,0,0,4,2527,286
Louisiana,CLAIBORNE,1333,6486,3597,0,153,0,0,50,2686,345
Louisiana,CONCORDIA,1297,8633,4414,0,184,0,0,64,3971,513
Louisiana,DE SOTO,1703,11553,5616,0,338,0,0,69,5530,593
Louisiana,EAST BATON ROUGE,28295,126315,68051,2612,12237,0,1381,1671,40363,5568
Louisiana,EAST CARROLL,523,1503,882,0,45,0,0,12,564,125
Louisiana,EAST FELICIANA,1794,7366,4313,0,304,0,0,17,2733,396
Louisiana,EVANGELINE,2037,10789,5756,0,471,0,0,44,4519,617
Louisiana,FRANKLIN,1270,8126,4683,0,219,0,0,108,3116,543
Louisiana,GRANT,1819,15240,7530,0,386,0,0,67,7256,812
Louisiana,IBERIA,4811,18547,10722,0,909,0,0,156,6760,1255
Louisiana,IBERVILLE,1878,9761,5450,0,721,0,0,102,3488,498
Louisiana,JACKSON,1256,8802,5246,0,241,0,0,35,3281,398
Louisiana,JEFFERSON,27979,142703,74927,0,10385,0,0,1973,55418,5449
Louisiana,JEFFERSON DAVIS,1949,11833,5134,0,266,0,0,144,6289,944
Louisiana,LAFAYETTE,12467,56683,31885,0,5486,0,0,701,18611,3691
Louisiana,LAFOURCHE,5472,21403,12412,0,1213,0,0,264,7513,1465
Louisiana,LA SALLE,933,5873,3187,0,137,0,0,17,2532,364
Louisiana,LINCOLN,2239,16008,10307,0,1252,0,0,128,4321,674
Louisiana,LIVINGSTON,7657,34068,19569,0,2605,0,0,148,11745,1622
Louisiana,MADISON,656,3760,1714,0,130,0,0,15,1900,270
Louisiana,MOREHOUSE,2008,10593,6032,0,449,0,0,101,4012,702
Louisiana,NATCHITOCHES,2584,21870,10348,0,851,0,0,182,10489,1043
Louisiana,ORLEANS,11272,204153,56652,40898,9544,0,21246,1372,74441,6019
Louisiana,OUACHITA,9372,57073,34074,0,2737,0,0,848,19414,3423
Louisiana,PLAQUEMINES,1039,7000,3685,0,1725,0,0,88,1503,217
Louisiana,POINTE COUPEE,1531,5728,3544,0,131,0,0,28,2024,332
Louisiana,RAPIDES,10219,117053,51221,614,3203,0,2249,539,59226,5027
Louisiana,RED RIVER,528,2668,1541,0,90,0,0,16,1021,143
Louisiana,RICHLAND,1110,6167,3180,0,206,0,0,79,2702,433
Louisiana,SABINE,1984,14526,8560,0,379,0,0,124,5463,712
Louisiana,ST. BERNARD,1792,10203,4663,0,783,0,0,41,4715,409
Louisiana,ST. CHARLES,3646,14952,7385,0,1194,0,0,335,6039,568
Louisiana,ST. HELENA,742,5153,2942,0,205,0,0,14,1992,193
Louisiana,ST. JAMES,1166,6944,3538,0,185,0,0,115,3106,338
Louisiana,ST. JOHN THE BAPTIST,3469,19467,10315,0,1034,0,0,73,8045,889
Louisiana,ST. LANDRY,5176,28840,17281,0,1155,0,0,286,10118,1891
Louisiana,ST. MARTIN,3025,13994,8199,0,817,0,0,286,4693,920
Louisiana,ST. MARY,2869,12117,6600,0,726,0,0,96,4695,928
Louisiana,ST. TAMMANY,23188,95424,57369,0,6894,0,0,1043,30118,3853
Louisiana,TANGIPAHOA,8247,40287,19434,0,2145,0,0,208,18499,2081
Louisiana,TENSAS,413,1299,588,0,16,0,0,90,605,120
Louisiana,TERREBONNE,6380,24866,13386,0,1936,0,0,292,9252,1849
Louisiana,UNION,1589,9144,5647,0,183,0,0,93,3221,612
Louisiana,VERMILION,3161,12293,7814,0,651,0,0,206,3622,956
Louisiana,VERNON,5177,52140,34833,0,5567,0,0,249,11491,1888
Louisiana,WASHINGTON,3676,21207,13008,0,831,0,0,485,6883,1145
Louisiana,WEBSTER,3177,22889,10856,0,635,0,0,258,11138,1171
Louisiana,WEST BATON ROUGE,1231,7567,4048,0,403,0,0,267,2850,328
Louisiana,WEST CARROLL,722,3162,1699,0,115,0,0,1,1347,256
Louisiana,WEST FELICIANA,1228,2391,1268,0,172,0,0,64,887,132
Louisiana,WINN,1302,7022,3708,0,103,0,0,23,3189,377
Massachusetts,BARNSTABLE,24994,90716,49915,4183,5085,0,3612,3974,23947,4660
Massachusetts,BERKSHIRE,10106,40227,20296,0,1346,0,0,961,17625,2005
Massachusetts,BRISTOL,34433,157653,81939,0,9558,0,0,2125,64031,7680
Massachusetts,DUKES,1391,2526,1732,0,168,0,0,89,536,184
Massachusetts,ESSEX,42761,173409,84390,0,15330,0,0,4517,69172,8778
Massachusetts,FRANKLIN,5725,28294,14972,0,1278,0,0,520,11524,1641
Massachusetts,HAMPDEN,30994,139194,74186,0,13021,0,0,2513,49473,7231
Massachusetts,HAMPSHIRE,10483,72405,26330,1283,3351,0,1294,1112,39036,2742
Massachusetts,MIDDLESEX,70041,409849,155271,0,32239,0,14927,10289,197123,14280
Massachusetts,NANTUCKET,656,620,431,0,13,0,0,24,152,50
Massachusetts,NORFOLK,37497,195123,91769,0,15538,0,0,6366,81450,7892
Massachusetts,PLYMOUTH,36559,229549,94969,0,10978,0,2048,3209,118346,7763
Massachusetts,SUFFOLK,21536,218684,68825,8789,29879,0,17707,2527,90957,6059
Massachusetts,WORCESTER,51445,222246,119777,0,15317,0,0,5260,81892,9782
Maryland,ALLEGANY,7515,31320,15767,0,1259,0,0,340,13954,2257
Maryland,ANNE ARUNDEL,58434,220177,116191,0,45375,0,0,4413,54197,7030
Maryland,BALTIMORE,62288,226227,86117,0,27531,0,0,5732,106847,11188
Maryland,CALVERT,10495,28235,16882,0,6174,0,0,601,4577,832
Maryland,CAROLINE,3026,9968,4809,0,1056,0,0,56,4048,575
Maryland,CARROLL,14441,32312,17219,0,5507,0,0,799,8786,1309
