State,County/ Congressional District,Veteran Population*,Total Expenditure,Compensation & Pension,Construction,Education & Vocational Rehabilitation/ Employment,Loan Guaranty#,General Operating Expenses,Insurance & Indemnities,Medical Care,Unique Patients**
Alabama,BLOUNT,4372,21135,11740,0,853,0,0,217,8325,978
Alabama,BULLOCK,1042,7205,4168,0,124,0,0,132,2780,227
Alabama,BUTLER,1957,10960,6225,0,558,0,0,126,4051,423
Alabama,CALHOUN,12427,76051,52503,0,3554,0,0,751,19243,3338
Alabama,CHAMBERS,3140,18768,11809,0,639,0,0,142,6178,851
Alabama,CHEROKEE,2214,10598,6960,0,339,0,0,118,3182,477
Alabama,CHILTON,3258,19059,11072,0,1034,0,0,34,6920,854
Alabama,CHOCTAW,964,7098,4213,0,248,0,0,47,2591,355
Alabama,CLARKE,1842,10182,5695,0,515,0,0,87,3885,523
Alabama,CLAY,1204,6443,4132,0,184,0,0,50,2077,371
Alabama,CLEBURNE,1203,5462,3387,0,186,0,0,24,1865,271
Alabama,COFFEE,6150,51171,37539,0,4595,0,0,777,8260,1720
Alabama,COLBERT,4486,25167,16398,0,1258,0,0,290,7221,1322
Alabama,CONECUH,1243,7001,4784,0,308,0,0,25,1884,321
Alabama,COOSA,1035,5173,3504,0,242,0,0,54,1373,172
Alabama,COVINGTON,3442,19437,13344,0,733,0,0,97,5263,829
Alabama,CRENSHAW,1125,6420,4024,0,317,0,0,23,2056,256
Alabama,CULLMAN,7698,31456,18741,0,1481,0,0,321,10913,1470
Alabama,DALE,6782,52648,37860,0,4278,0,0,685,9826,1965
Alabama,DALLAS,2878,21068,10235,0,964,0,0,134,9735,975
Alabama,DE KALB,4522,20705,12285,0,907,0,0,217,7296,1040
Alabama,ELMORE,8628,57796,38787,0,4986,0,0,585,13438,2023
Alabama,ESCAMBIA,3084,15742,10492,0,558,0,0,210,4482,803
Alabama,ETOWAH,9176,51365,30872,0,1478,0,0,1022,17993,2515
Alabama,FAYETTE,1355,11499,5858,0,322,0,0,79,5239,550
Alabama,FRANKLIN,1757,8095,4905,0,274,0,0,73,2842,417
Alabama,GENEVA,2521,18897,13690,0,566,0,0,257,4385,915
Alabama,GREENE,566,5117,2468,0,217,0,0,32,2399,253
Alabama,HALE,1004,10308,4500,0,217,0,0,127,5463,484
Alabama,HENRY,1762,8231,5964,0,394,0,0,112,1760,449
Alabama,HOUSTON,8842,50962,34987,0,3484,0,0,803,11687,2844
Alabama,JACKSON,3977,14535,8373,0,597,0,0,175,5390,774
Alabama,JEFFERSON,48298,313347,138294,7711,17279,0,6164,3330,140569,14960
Alabama,LAMAR,1290,6964,4136,0,221,0,0,33,2573,443
Alabama,LAUDERDALE,7048,30594,19036,0,1987,0,0,356,9216,1769
Alabama,LAWRENCE,2199,9415,6043,0,466,0,0,42,2864,471
Alabama,LEE,10276,75196,46839,0,8425,0,0,334,19598,2512
Alabama,LIMESTONE,6332,36301,24846,0,3942,0,0,293,7220,1361
Alabama,LOWNDES,689,6181,3110,0,192,0,0,5,2874,258
Alabama,MACON,1590,33538,11716,0,830,0,746,174,20073,963
Alabama,MADISON,31434,176254,121058,0,20489,0,0,3721,30986,6622
Alabama,MARENGO,1556,12256,6480,0,395,0,0,107,5274,620
Alabama,MARION,2326,10449,5404,0,367,0,0,82,4596,615
Alabama,MARSHALL,6205,32456,19198,0,1281,0,0,438,11539,1620
Alabama,MOBILE,34121,167111,98969,33,13912,0,66,1693,52437,8606
Alabama,MONROE,1888,8413,5842,0,321,0,0,13,2238,400
Alabama,MONTGOMERY,20582,202292,99446,976,13963,0,28524,2154,57229,6235
Alabama,MORGAN,9806,38386,25358,0,3010,0,0,475,9543,1835
Alabama,PERRY,621,5307,2670,0,227,0,0,20,2391,212
Alabama,PICKENS,1709,14827,8102,0,373,0,0,138,6214,710
Alabama,PIKE,2207,15279,8740,0,1313,0,0,111,5115,646
Alabama,RANDOLPH,1789,9463,5817,0,399,0,0,55,3193,482
Alabama,RUSSELL,4616,56139,36359,9,6583,0,718,696,11774,1876
Alabama,SAINT CLAIR,7342,32368,17186,0,1612,0,0,434,13137,1557
Alabama,SHELBY,15371,55223,30324,0,5715,0,0,1251,17934,2620
Alabama,SUMTER,786,7120,3477,0,317,0,0,35,3291,276
Alabama,TALLADEGA,6604,33864,18838,0,1787,0,0,265,12975,1841
Alabama,TALLAPOOSA,4032,27533,15596,0,730,0,0,424,10783,1187
Alabama,TUSCALOOSA,13203,136417,50141,9682,6864,0,1694,1055,66982,4967
Alabama,WALKER,6613,36445,21026,0,982,0,0,167,14270,1714
Alabama,WASHINGTON,1141,7205,4256,0,377,0,0,14,2557,302
Alabama,WILCOX,587,4147,2479,0,158,0,0,25,1484,193
Alabama,WINSTON,2072,10507,6089,0,271,0,0,88,4059,505
Arkansas,ARKANSAS,1306,10085,4618,0,220,0,0,115,5132,510
Arkansas,ASHLEY,1766,9622,5767,0,263,0,0,136,3456,515
Arkansas,BAXTER,6120,29615,17937,0,966,0,0,429,10284,2057
Arkansas,BENTON,18666,87476,43077,0,4116,0,0,1191,39092,6003
Arkansas,BOONE,3892,20656,12492,0,757,0,0,145,7263,1361
Arkansas,BRADLEY,1103,4982,2882,0,88,0,0,27,1985,255
Arkansas,CALHOUN,532,2507,1252,0,104,0,0,4,1147,105
Arkansas,CARROLL,2571,14450,7898,0,310,0,0,153,6089,1027
Arkansas,CHICOT,734,6118,3248,0,116,0,0,2,2751,318
Arkansas,CLARK,1486,9297,4570,0,389,0,0,229,4108,462
Arkansas,CLAY,1493,10841,5680,0,116,0,0,15,5032,615
Arkansas,CLEBURNE,3874,21754,11987,0,354,0,0,81,9333,1080
Arkansas,CLEVELAND,757,6018,3368,0,110,0,0,54,2486,255
Arkansas,COLUMBIA,1701,10007,5738,0,334,0,0,116,3819,469
Arkansas,CONWAY,1760,13006,6887,0,335,0,0,84,5699,666
Arkansas,CRAIGHEAD,6935,33682,19707,0,2200,0,0,277,11498,2010
Arkansas,CRAWFORD,5835,37613,22899,0,1351,0,0,243,13119,2343
Arkansas,CRITTENDEN,3566,20855,9004,0,791,0,0,89,10972,1095
Arkansas,CROSS,1036,7992,4983,0,191,0,0,26,2793,421
Arkansas,DALLAS,620,4974,1832,0,84,0,0,10,3047,266
Arkansas,DESHA,903,7144,3736,0,143,0,0,17,3248,366
Arkansas,DREW,1787,10068,4998,0,395,0,0,42,4634,488
Arkansas,FAULKNER,8215,61892,32760,0,3480,0,0,434,25217,2741
Arkansas,FRANKLIN,1750,13077,8007,0,398,0,0,30,4642,703
Arkansas,FULTON,1251,8693,5761,0,219,0,0,42,2672,493
Arkansas,GARLAND,10049,62615,33892,0,1866,0,0,1257,25600,3644
Arkansas,GRANT,1695,12676,6219,0,381,0,0,18,6057,482
Arkansas,GREENE,3422,24511,14837,0,862,0,0,104,8708,1293
Arkansas,HEMPSTEAD,1485,8603,4774,0,271,0,0,18,3540,446
Arkansas,HOT SPRING,3426,19281,9696,0,524,0,0,154,8908,1028
Arkansas,HOWARD,1036,5084,2684,0,194,0,0,47,2158,291
Arkansas,INDEPENDENCE,3334,18471,10521,0,567,0,0,95,7288,902
Arkansas,IZARD,1668,8701,5161,0,230,0,0,217,3092,537
Arkansas,JACKSON,1019,9089,4795,0,188,0,0,42,4063,408
Arkansas,JEFFERSON,7141,55719,31040,0,2096,0,0,397,22186,2373
Arkansas,JOHNSON,1790,14772,7838,0,452,0,0,88,6395,788
Arkansas,LAFAYETTE,673,3132,1698,0,19,0,0,5,1411,196
Arkansas,LAWRENCE,1413,6587,3794,0,195,0,0,107,2492,423
Arkansas,LEE,858,3512,1888,0,27,0,0,1,1597,177
Arkansas,LINCOLN,1275,6104,3391,0,175,0,0,24,2513,313
Arkansas,LITTLE RIVER,947,6083,3544,0,167,0,0,33,2338,360
Arkansas,LOGAN,2126,12921,7692,0,351,0,0,15,4863,855
Arkansas,LONOKE,6751,61846,38839,0,4382,0,0,324,18301,2226
Arkansas,MADISON,1232,9956,4029,0,231,0,0,12,5684,581
Arkansas,MARION,2452,13692,8713,0,264,0,0,103,4612,888
Arkansas,MILLER,3928,16626,9647,0,461,0,0,181,6337,987
Arkansas,MISSISSIPPI,3224,21626,12747,0,738,0,0,266,7875,958
Arkansas,MONROE,639,5172,2104,0,126,0,0,6,2937,270
Arkansas,MONTGOMERY,1112,7991,4920,0,121,0,0,83,2867,436
Arkansas,NEVADA,837,5902,2887,0,149,0,0,44,2823,256
Arkansas,NEWTON,813,4546,2325,0,68,0,0,41,2111,306
Arkansas,OUACHITA,2620,15158,7567,0,447,0,0,55,7089,803
Arkansas,PERRY,1105,8196,3826,0,144,0,0,66,4159,387
Arkansas,PHILLIPS,1265,8985,4688,0,170,0,0,147,3980,516
Arkansas,PIKE,942,5523,2516,0,109,0,0,32,2866,340
Arkansas,POINSETT,2121,9060,5179,0,302,0,0,48,3531,608
Arkansas,POLK,2286,19391,10719,0,424,0,0,99,8149,1113
Arkansas,POPE,5055,30748,15676,0,1521,0,0,315,13236,1447
Arkansas,PRAIRIE,896,5344,3017,0,77,0,0,4,2246,270
Arkansas,PULASKI,33131,353750,160815,680,16422,0,32879,2499,140455,12113
Arkansas,RANDOLPH,1623,13425,7506,0,381,0,0,182,5357,639
Arkansas,SAINT FRANCIS,1914,11109,5494,0,312,0,0,57,5246,546
Arkansas,SALINE,10689,57716,30878,0,2812,0,0,512,23514,2936
Arkansas,SCOTT,1009,6577,3648,0,227,0,0,15,2686,422
Arkansas,SEARCY,889,6884,3829,0,112,0,0,121,2823,350
Arkansas,SEBASTIAN,9380,64258,36778,1437,2949,0,870,803,21422,4266
Arkansas,SEVIER,1232,5923,3310,0,180,0,0,146,2288,328
Arkansas,SHARP,2105,15448,9388,0,207,0,0,98,5755,810
Arkansas,STONE,1465,10619,7123,0,181,0,0,37,3278,531
Arkansas,UNION,3430,18383,9460,0,464,0,0,462,7998,1078
Arkansas,VAN BUREN,2332,15254,8786,0,280,0,0,115,6073,780
Arkansas,WASHINGTON,13412,111701,38126,20859,5108,0,4880,1327,41401,5314
Arkansas,WHITE,6554,46658,26486,0,1971,0,0,468,17732,2038
Arkansas,WOODRUFF,593,3812,1956,0,51,0,0,39,1765,165
Arkansas,YELL,1354,10136,5704,0,290,0,0,24,4117,505
Arizona,APACHE,4782,22125,13938,0,1525,0,0,98,6565,1017
Arizona,COCHISE,18721,155964,97030,0,13757,0,0,1039,44138,6625
Arizona,COCONINO,9653,36680,19012,0,5522,0,0,486,11661,1669
Arizona,GILA,6823,27464,15013,0,553,0,0,170,11728,1713
Arizona,GRAHAM,3173,12718,6696,0,487,0,0,63,5472,735
Arizona,GREENLEE,716,3471,1941,0,105,0,0,7,1417,247
Arizona,LA PAZ,3811,11442,6066,0,161,0,0,40,5175,750
Arizona,MARICOPA,300650,1343221,610710,12361,195883,0,84084,20457,419726,56067
Arizona,MOHAVE,26802,112380,62756,0,3013,0,0,993,45619,7661
Arizona,NAVAJO,8211,36874,24023,0,1285,0,0,406,11159,2037
Arizona,PIMA,98568,566161,252903,10041,48097,0,1637,7990,245492,27603
Arizona,PINAL,25441,117201,54709,0,8777,0,0,1303,52412,7599
Arizona,SANTA CRUZ,1682,10877,6322,0,669,0,0,97,3788,582
Arizona,YAVAPAI,26214,237392,85854,3514,20199,0,910,2301,124615,11933
Arizona,YUMA,16016,74005,44570,0,8879,0,0,886,19670,3625
Colorado,ADAMS,29032,130113,63892,0,19437,0,0,1475,45310,5253
Colorado,ALAMOSA,1122,6393,3864,0,423,0,0,114,1992,403
Colorado,ARAPAHOE,46698,202672,105828,0,32655,0,0,3347,60842,7847
Colorado,ARCHULETA,1515,6256,3892,0,104,0,0,56,2203,413
Colorado,BACA,355,1210,742,0,0,0,0,11,456,91
Colorado,BENT,471,5656,3684,0,56,0,0,3,1913,236
Colorado,BOULDER,18762,50891,25149,0,11074,0,0,2897,11771,1828
Colorado,BROOMFIELD,2799,13954,6944,0,3139,0,0,562,3308,472
Colorado,CHAFFEE,2172,7228,4248,0,232,0,0,174,2574,487
Colorado,CHEYENNE,132,519,261,0,10,0,0,2,246,40
Colorado,CLEAR CREEK,1053,2859,1798,0,112,0,0,50,899,146
Colorado,CONEJOS,611,3669,2624,0,116,0,0,5,925,227
Colorado,COSTILLA,308,3227,2052,0,40,0,0,21,1114,186
Colorado,CROWLEY,610,3031,1985,0,84,0,0,2,960,137
Colorado,CUSTER,605,4113,2568,0,106,0,0,3,1436,190
Colorado,DELTA,3643,18408,8464,0,368,0,0,177,9400,1167
Colorado,DENVER,32768,266656,87744,27565,24282,0,34669,3280,89115,8349
Colorado,DOLORES,187,849,510,0,47,0,0,0,293,52
Colorado,DOUGLAS,21039,63185,37576,0,11601,0,0,1252,12756,2200
Colorado,EAGLE,2497,3472,1907,0,275,0,0,111,1178,259
Colorado,ELBERT,3278,8693,5722,0,1203,0,0,109,1660,282
Colorado,EL PASO,75874,577989,382533,0,111590,0,0,7911,75955,15054
Colorado,FREMONT,7235,31170,20522,0,1256,0,0,347,9045,1403
Colorado,GARFIELD,3861,11486,5015,0,609,0,0,307,5556,819
Colorado,GILPIN,589,1960,1188,0,108,0,0,62,603,94
Colorado,GRAND,1346,3694,1792,0,80,0,0,45,1777,203
Colorado,GUNNISON,1336,3565,1813,0,388,0,0,90,1275,192
Colorado,HINSDALE,81,335,249,0,0,0,0,21,64,15
Colorado,HUERFANO,1011,5609,3670,0,215,0,0,55,1670,317
Colorado,JACKSON,163,499,268,0,8,0,0,21,202,32
Colorado,JEFFERSON,47953,193998,77713,0,30116,0,34504,4133,47532,6429
Colorado,KIOWA,132,657,242,0,10,0,0,134,271,31
Colorado,KIT CARSON,623,1751,833,0,76,0,0,7,836,185
Colorado,LAKE,508,1847,962,0,149,0,0,8,729,78
Colorado,LA PLATA,4504,15847,9149,0,924,0,0,365,5409,1029
Colorado,LARIMER,23089,97473,51491,0,14087,0,0,1879,30016,4608
Colorado,LAS ANIMAS,1497,10272,6668,0,299,0,0,61,3243,562
Colorado,LINCOLN,627,1578,912,0,71,0,0,39,556,87
Colorado,LOGAN,1907,5912,3104,0,285,0,0,98,2425,354
Colorado,MESA,15049,120588,39845,16315,3769,0,881,630,59148,5828
Colorado,MINERAL,127,301,182,0,0,0,0,3,116,28
Colorado,MOFFAT,1441,4944,1759,0,185,0,0,21,2979,311
Colorado,MONTEZUMA,2853,9450,5597,0,254,0,0,133,3465,640
Colorado,MONTROSE,4212,20533,8967,0,380,0,0,285,10901,1295
Colorado,MORGAN,1959,6031,3205,0,144,0,0,53,2629,406
Colorado,OTERO,2089,16935,11909,0,504,0,0,73,4448,589
Colorado,OURAY,521,1083,412,0,22,0,0,20,629,83
Colorado,PARK,2552,8121,5563,0,335,0,0,48,2175,344
Colorado,PHILLIPS,344,866,420,0,10,0,0,52,384,87
Colorado,PITKIN,1077,1776,990,0,55,0,0,91,640,126
Colorado,PROWERS,720,4435,2536,0,111,0,0,101,1687,284
Colorado,PUEBLO,16485,116545,69965,0,6800,0,0,804,38977,4899
Colorado,RIO BLANCO,581,2300,1119,0,65,0,0,15,1100,164
Colorado,RIO GRANDE,1177,5444,3540,0,193,0,0,10,1701,380
Colorado,ROUTT,1879,3411,1884,0,234,0,0,116,1177,219
Colorado,SAGUACHE,572,1804,1180,0,34,0,0,16,574,141
Colorado,SAN JUAN,113,155,49,0,1,0,0,1,104,20
Colorado,SAN MIGUEL,686,811,332,0,11,0,0,41,428,79
Colorado,SEDGWICK,319,1090,590,0,0,0,0,26,474,96
Colorado,SUMMIT,1633,2210,1394,0,190,0,0,72,554,133
Colorado,TELLER,3374,15330,11409,0,1072,0,0,130,2719,579
Colorado,WASHINGTON,431,1468,822,0,73,0,0,16,556,92
Colorado,WELD,14927,64728,32408,0,8062,0,0,1254,23005,3406
Colorado,YUMA,719,1917,1174,0,54,0,0,63,627,125
Connecticut,FAIRFIELD,43217,129032,43811,0,12276,0,0,5833,67112,8949
Connecticut,HARTFORD,54152,215343,83715,13,26093,0,10897,6483,88142,13089
Connecticut,LITCHFIELD,14996,45227,19643,0,3217,0,0,1300,21066,3338
Connecticut,MIDDLESEX,13110,42217,17588,0,3448,0,0,1363,19817,2611
Connecticut,NEW HAVEN,50846,299816,89051,942,27917,0,3752,6124,172030,14731
Connecticut,NEW LONDON,25083,98389,48092,0,20949,0,0,2302,27046,4942
Connecticut,TOLLAND,11160,29619,13941,0,4303,0,0,936,10440,1960
Connecticut,WINDHAM,9334,35720,16349,0,7574,0,0,772,11024,1860
District of Columbia,DISTRICT OF COLUMBIA,36579,2242043,72700,208272,23437,0,1802736,3089,131809,8575
Delaware,KENT,17713,91592,55652,0,15168,0,0,1095,19677,3479
Delaware,NEW CASTLE,38873,168573,67187,5904,12753,0,4472,3323,74934,7170
Delaware,SUSSEX,20634,60378,35125,0,3003,0,0,1591,20660,3639
Florida,ALACHUA,16295,198258,48789,30241,12387,0,14951,1673,90217,6990
Florida,BAKER,2622,11874,5184,0,429,0,0,89,6172,615
Florida,BAY,22099,128857,92385,0,12688,0,0,1243,22541,4946
Florida,BRADFORD,3270,21607,7923,0,698,0,0,168,12818,946
Florida,BREVARD,69424,377113,236699,0,26546,0,0,6282,107586,20369
Florida,BROWARD,106255,426050,193191,0,50058,0,0,8482,174319,24479
Florida,CALHOUN,1083,6456,3884,0,146,0,0,13,2413,372
Florida,CHARLOTTE,25181,100658,59635,0,2697,0,0,2159,36167,6358
Florida,CITRUS,21187,108187,56440,0,2472,0,0,1536,47739,7881
Florida,CLAY,27538,155094,94092,0,23895,0,0,1921,35185,5492
Florida,COLLIER,33249,79107,45616,0,5009,0,0,3410,25072,5970
Florida,COLUMBIA,7488,85563,28695,0,1634,0,0,492,54742,3597
Florida,DE SOTO,2922,11280,5850,0,222,0,0,119,5089,730
Florida,DIXIE,1851,17613,7027,0,182,0,0,46,10358,872
Florida,DUVAL,87929,455119,248518,0,91532,0,0,6434,108635,19806
Florida,ESCAMBIA,44838,243837,159274,1285,26477,0,1320,3053,52427,9962
Florida,FLAGLER,10561,50914,30986,0,3989,0,0,779,15160,3155
Florida,FRANKLIN,1316,4605,2594,0,73,0,0,112,1826,365
Florida,GADSDEN,3580,20723,10767,0,1016,0,0,225,8714,1286
Florida,GILCHRIST,1565,15618,6556,0,389,0,0,144,8530,686
Florida,GLADES,1147,5852,2615,0,132,0,0,67,3038,395
Florida,GULF,1657,6855,4825,0,325,0,0,119,1585,423
Florida,HAMILTON,1203,9337,3423,0,116,0,0,27,5772,458
Florida,HARDEE,1715,6900,3113,0,216,0,0,196,3375,375
Florida,HENDRY,2356,10157,4682,0,461,0,0,45,4969,602
Florida,HERNANDO,22541,135976,77843,0,5916,0,0,2228,49989,7764
Florida,HIGHLANDS,12059,54781,29342,0,1324,0,0,685,23430,3723
Florida,HILLSBOROUGH,92994,869790,306145,139224,81485,0,9900,6436,326600,28892
Florida,HOLMES,2216,12761,9295,0,287,0,0,80,3100,620
Florida,INDIAN RIVER,16192,59486,35806,0,1876,0,0,2315,19488,4579
Florida,JACKSON,5109,27691,15941,0,934,0,0,776,10041,1598
Florida,JEFFERSON,1483,7234,4070,0,378,0,0,198,2588,449
Florida,LAFAYETTE,672,4852,1136,0,91,0,0,3,3622,238
Florida,LAKE,35636,150706,82921,0,7160,0,0,2680,57946,10704
Florida,LEE,60795,229795,123231,0,15299,0,0,4785,86480,16793
Florida,LEON,17985,81553,40173,0,13527,0,0,1599,26254,4847
Florida,LEVY,4430,41039,15870,0,827,0,0,303,24038,2205
Florida,LIBERTY,579,3023,1594,0,77,0,0,6,1346,164
Florida,MADISON,1897,10950,4706,0,316,0,0,80,5848,577
Florida,MANATEE,34267,131830,70696,0,7370,0,0,2896,50869,9292
Florida,MARION,39945,226627,107947,0,7251,0,0,3066,108363,15223
Florida,MARTIN,17443,66238,31809,0,1848,0,0,2154,30426,5298
Florida,MIAMI-DADE,61863,475551,176410,6729,61386,0,6615,4529,219883,17402
Florida,MONROE,9630,44987,20073,0,5654,0,0,512,18749,2441
Florida,NASSAU,8655,33936,19457,0,3073,0,0,631,10775,1681
Florida,OKALOOSA,34101,188948,141272,0,22505,0,0,2469,22702,5433
Florida,OKEECHOBEE,3259,19915,9086,0,335,0,0,202,10292,1311
Florida,ORANGE,75436,425918,213235,0,61468,0,1250,5569,144396,20056
Florida,OSCEOLA,16986,115855,66664,0,9708,0,0,1022,38461,5443
Florida,PALM BEACH,113866,474549,186337,5710,28897,0,7292,14597,231716,33830
Florida,PASCO,47599,324337,153858,0,19154,0,0,3582,147742,17879
Florida,PINELLAS,95599,956341,278540,171994,40410,0,116907,8905,339585,32221
Florida,POLK,49510,259521,128960,0,14409,0,0,3568,112583,14289
Florida,PUTNAM,7486,56258,21738,0,1326,0,0,632,32562,3110
Florida,SAINT JOHNS,17845,72196,42379,0,6723,0,23,1501,21570,4575
Florida,SAINT LUCIE,23790,136672,73337,0,6591,0,0,1621,55123,8780
Florida,SANTA ROSA,23169,132500,96955,0,14412,0,0,1632,19501,4564
Florida,SARASOTA,44130,155435,87526,0,6931,0,0,5442,55535,11848
