State,County/ Congressional District,Veteran Population*,Total Expenditure,Compensation & Pension,Construction,Education & Vocational Rehabilitation/ Employment,Loan Guaranty#,General Operating Expenses,Insurance & Indemnities,Medical Care,Unique Patients**,Year
Missouri,LAWRENCE,3222,16776,8658,0,451,0,0,165,7502,1556,2010
Missouri,LEWIS,906,2845,1222,0,161,0,0,68,1393,247,2010
Missouri,LINCOLN,4149,12070,5974,0,786,0,0,280,5030,686,2010
Missouri,LINN,1118,6001,2426,0,125,0,0,57,3393,508,2010
Missouri,LIVINGSTON,1349,4920,2633,0,115,0,0,37,2135,461,2010
Missouri,MC DONALD,1885,6487,3167,0,184,0,0,53,3084,501,2010
Missouri,MACON,1386,7967,3190,0,168,0,0,22,4587,580,2010
Missouri,MADISON,1327,7187,3632,0,143,0,0,73,3338,450,2010
Missouri,MARIES,950,5208,3320,0,196,0,0,28,1665,266,2010
Missouri,MARION,2528,8749,4347,0,337,0,0,250,3815,684,2010
Missouri,MERCER,406,1682,784,0,44,0,0,16,839,133,2010
Missouri,MILLER,2376,10109,5092,0,356,0,0,88,4573,815,2010
Missouri,MISSISSIPPI,870,4316,1928,0,101,0,0,83,2205,369,2010
Missouri,MONITEAU,1434,4058,2113,0,140,0,0,19,1786,336,2010
Missouri,MONROE,920,4355,2023,0,79,0,0,43,2211,290,2010
Missouri,MONTGOMERY,1115,4761,1685,0,138,0,0,22,2916,375,2010
Missouri,MORGAN,2263,12867,6243,0,219,0,0,89,6316,913,2010
Missouri,NEW MADRID,1652,6900,2788,0,149,0,0,38,3925,529,2010
Missouri,NEWTON,5471,20603,10710,0,989,0,0,199,8705,1641,2010
Missouri,NODAWAY,1512,5549,2692,0,485,0,0,31,2341,345,2010
Missouri,OREGON,1300,5870,3569,0,105,0,0,29,2168,348,2010
Missouri,OSAGE,1068,4025,1982,0,199,0,0,66,1777,310,2010
Missouri,OZARK,1180,4489,2792,0,135,0,0,19,1543,271,2010
Missouri,PEMISCOT,1259,6792,3572,0,160,0,0,89,2971,372,2010
Missouri,PERRY,1681,5010,2996,0,299,0,0,228,1487,399,2010
Missouri,PETTIS,3485,19129,9600,0,1174,0,0,218,8138,1252,2010
Missouri,PHELPS,4645,24418,14531,0,1550,0,0,265,8073,1335,2010
Missouri,PIKE,1785,6033,2681,0,164,0,0,136,3052,401,2010
Missouri,PLATTE,7038,29179,13613,0,2534,0,0,311,12721,1627,2010
Missouri,POLK,2904,11531,5674,0,477,0,0,169,5211,858,2010
Missouri,PULASKI,5907,58845,38682,0,8484,0,0,199,11480,2084,2010
Missouri,PUTNAM,502,1990,849,0,39,0,0,1,1102,163,2010
Missouri,RALLS,789,8744,2076,0,144,0,2383,62,4079,347,2010
Missouri,RANDOLPH,2370,12167,4585,0,363,0,0,140,7079,669,2010
Missouri,RAY,1983,13689,3835,12,442,0,2632,48,6720,599,2010
Missouri,REYNOLDS,745,4986,2534,0,105,0,0,22,2326,276,2010
Missouri,RIPLEY,1447,10751,5245,0,141,0,0,13,5353,610,2010
Missouri,ST. CHARLES,30438,68795,38311,0,7565,0,0,1597,21322,3403,2010
Missouri,ST. CLAIR,1291,6352,3166,0,125,0,0,36,3025,358,2010
Missouri,SAINTE GENEVIEVE,1833,7384,3926,0,196,0,0,79,3183,478,2010
Missouri,ST. FRANCOIS,6113,27032,12527,0,923,0,0,574,13007,1779,2010
Missouri,ST. LOUIS,77321,259863,117895,275,17653,0,4883,9326,109832,14102,2010
Missouri,SALINE,1720,8081,3653,0,292,0,0,102,4034,540,2010
Missouri,SCHUYLER,310,1415,539,0,18,0,0,18,840,130,2010
Missouri,SCOTLAND,379,10975,653,3957,36,0,3449,7,2874,141,2010
Missouri,SCOTT,3525,16247,9076,0,424,0,0,94,6653,1075,2010
Missouri,SHANNON,900,4784,2324,0,111,0,0,1,2348,289,2010
Missouri,SHELBY,512,2539,1080,0,86,0,0,91,1283,214,2010
Missouri,STODDARD,2799,17013,8737,0,306,0,0,89,7882,1083,2010
Missouri,STONE,4059,16187,8291,0,349,0,0,228,7318,1432,2010
Missouri,SULLIVAN,540,2202,1256,0,54,0,0,3,889,180,2010
Missouri,TANEY,4473,22870,10979,0,626,0,0,307,10957,2092,2010
Missouri,TEXAS,2927,17781,10867,0,936,0,0,118,5860,975,2010
Missouri,VERNON,1448,8200,3698,0,264,0,0,123,4115,729,2010
Missouri,WARREN,2699,8282,4545,0,535,0,0,132,3068,515,2010
Missouri,WASHINGTON,1709,8178,4408,0,184,0,0,55,3531,501,2010
Missouri,WAYNE,1515,10011,4440,0,118,0,0,33,5420,499,2010
Missouri,WEBSTER,3697,11997,6968,0,522,0,0,115,4392,819,2010
Missouri,WORTH,210,899,402,0,21,0,0,1,473,72,2010
Missouri,WRIGHT,1624,9850,5825,0,304,0,0,100,3622,531,2010
Missouri,SAINT LOUIS CITY (CITY),21248,236022,40589,10561,5685,0,92638,1150,85399,6736,2010
Mississippi,ADAMS,2531,14311,5584,306,328,0,484,174,7435,1167,2010
Mississippi,ALCORN,2087,9609,5823,0,257,0,11,168,3350,619,2010
Mississippi,AMITE,1167,5487,2316,0,135,0,0,43,2993,466,2010
Mississippi,ATTALA,1427,8975,4309,0,150,0,0,39,4477,606,2010
Mississippi,BENTON,400,2095,1170,0,37,0,0,3,886,142,2010
Mississippi,BOLIVAR,1973,8368,4314,0,414,0,0,64,3576,589,2010
Mississippi,CALHOUN,869,5851,3126,0,135,0,0,8,2582,290,2010
Mississippi,CARROLL,865,2620,1387,0,160,0,0,37,1037,195,2010
Mississippi,CHICKASAW,995,4031,2410,0,139,0,0,32,1449,296,2010
Mississippi,CHOCTAW,648,2477,1199,0,99,0,0,54,1124,161,2010
Mississippi,CLAIBORNE,538,2965,1127,0,71,0,0,6,1760,175,2010
Mississippi,CLARKE,1447,6444,3602,0,293,0,0,255,2294,471,2010
Mississippi,CLAY,1352,6993,3341,0,304,0,0,136,3211,427,2010
Mississippi,COAHOMA,1091,7439,3687,0,379,0,0,89,3284,445,2010
Mississippi,COPIAH,2096,13823,5245,0,358,0,0,116,8105,917,2010
Mississippi,COVINGTON,1176,9110,4904,0,455,0,0,29,3722,557,2010
Mississippi,DE SOTO,11830,40428,18196,0,2958,0,0,689,18584,2433,2010
Mississippi,FORREST,5157,30552,14607,0,3337,0,0,522,12087,1632,2010
Mississippi,FRANKLIN,572,2638,1463,0,94,0,0,79,1001,200,2010
Mississippi,GEORGE,1785,6569,2934,0,288,0,0,63,3284,453,2010
Mississippi,GREENE,759,4299,2501,0,168,0,0,29,1602,194,2010
Mississippi,GRENADA,1359,6553,2950,0,226,0,0,48,3328,540,2010
Mississippi,HANCOCK,4787,21838,9081,0,783,0,0,164,11810,1239,2010
Mississippi,HARRISON,20423,248915,66638,99552,10646,0,6172,1620,64287,6522,2010
Mississippi,HINDS,15996,151930,37828,3208,4840,0,22438,1524,82091,6650,2010
Mississippi,HOLMES,748,5344,1839,0,168,0,0,33,3304,373,2010
Mississippi,HUMPHREYS,335,3416,1235,0,126,0,0,211,1844,251,2010
Mississippi,ISSAQUENA,101,249,72,0,39,0,0,0,139,40,2010
Mississippi,ITAWAMBA,1663,5882,3355,0,285,0,0,37,2205,435,2010
Mississippi,JACKSON,12990,68715,34899,0,5612,0,0,1230,26974,3436,2010
Mississippi,JASPER,1228,6758,2789,0,200,0,0,31,3737,440,2010
Mississippi,JEFFERSON,372,2586,1321,0,74,0,0,16,1174,188,2010
Mississippi,JEFFERSON DAVIS,769,4301,2021,0,134,0,0,115,2031,225,2010
Mississippi,JONES,4807,20661,11303,0,889,0,0,177,8292,1508,2010
Mississippi,KEMPER,568,3252,1873,0,262,0,0,38,1078,175,2010
Mississippi,LAFAYETTE,2481,9449,4862,0,1739,0,0,173,2675,525,2010
Mississippi,LAMAR,3364,15003,7688,0,1770,0,0,584,4961,1035,2010
Mississippi,LAUDERDALE,5267,26005,13616,0,1577,0,0,419,10392,2055,2010
Mississippi,LAWRENCE,1152,7159,3039,0,217,0,0,18,3886,515,2010
Mississippi,LEAKE,912,9515,4122,0,319,0,0,89,4985,563,2010
Mississippi,LEE,4989,18149,10409,0,1116,0,0,230,6394,1374,2010
Mississippi,LEFLORE,1548,7208,3052,0,274,0,0,232,3651,556,2010
Mississippi,LINCOLN,1951,13891,5104,0,427,0,0,139,8220,1039,2010
Mississippi,LOWNDES,4814,25259,13786,0,1803,0,0,160,9510,1722,2010
Mississippi,MADISON,5008,27228,11799,0,1631,0,0,563,13236,1835,2010
Mississippi,MARION,1760,8153,4710,0,256,0,0,30,3157,581,2010
Mississippi,MARSHALL,2048,9476,4186,0,202,0,0,129,4959,606,2010
Mississippi,MONROE,2583,11171,6559,0,514,0,0,121,3977,839,2010
Mississippi,MONTGOMERY,784,4382,1536,0,144,0,0,71,2631,373,2010
Mississippi,NESHOBA,1785,8773,4902,0,420,0,0,212,3239,526,2010
Mississippi,NEWTON,1593,9146,4356,0,411,0,0,56,4323,750,2010
Mississippi,NOXUBEE,479,2309,1015,0,73,0,0,15,1205,153,2010
Mississippi,OKTIBBEHA,2154,9643,4114,0,1685,0,0,278,3566,628,2010
Mississippi,PANOLA,1632,8508,4060,0,378,0,0,136,3935,544,2010
Mississippi,PEARL RIVER,5254,27643,13228,0,949,0,0,611,12854,1469,2010
Mississippi,PERRY,1065,4398,2306,0,273,0,0,60,1760,291,2010
Mississippi,PIKE,3052,14161,6597,0,509,0,0,130,6926,1014,2010
Mississippi,PONTOTOC,1850,8371,5167,0,289,0,0,62,2854,561,2010
Mississippi,PRENTISS,1710,5686,3167,0,226,0,0,25,2268,464,2010
Mississippi,QUITMAN,372,3012,1444,0,59,0,0,9,1500,158,2010
Mississippi,RANKIN,10373,53805,19975,0,2939,0,0,964,29927,3582,2010
Mississippi,SCOTT,1424,10359,3712,0,295,0,0,43,6309,683,2010
Mississippi,SHARKEY,277,1794,643,0,39,0,0,31,1082,118,2010
Mississippi,SIMPSON,1967,11995,5077,0,456,0,0,279,6183,784,2010
Mississippi,SMITH,1022,6255,2964,0,242,0,0,15,3034,317,2010
Mississippi,STONE,1503,9085,3986,0,336,0,0,108,4655,392,2010
Mississippi,SUNFLOWER,1541,5986,2489,0,283,0,0,168,3045,450,2010
Mississippi,TALLAHATCHIE,725,2392,1088,0,79,0,0,63,1163,183,2010
Mississippi,TATE,1870,8385,3557,0,464,0,0,41,4324,520,2010
Mississippi,TIPPAH,1401,4964,2944,0,251,0,0,36,1733,309,2010
Mississippi,TISHOMINGO,1341,4810,3087,0,100,0,0,60,1563,342,2010
Mississippi,TUNICA,601,3067,1425,0,100,0,0,3,1540,216,2010
Mississippi,UNION,1654,7094,4166,0,153,0,0,43,2732,484,2010
Mississippi,WALTHALL,982,5511,2324,0,128,0,0,6,3054,351,2010
Mississippi,WARREN,3181,14608,6164,0,718,0,0,207,7519,1048,2010
Mississippi,WASHINGTON,2685,13997,6251,0,476,0,0,205,7065,1299,2010
Mississippi,WAYNE,1444,5931,3442,0,355,0,0,79,2055,387,2010
Mississippi,WEBSTER,751,3506,1986,0,90,0,0,7,1423,300,2010
Mississippi,WILKINSON,421,3043,1187,0,103,0,0,218,1535,154,2010
Mississippi,WINSTON,1392,8385,3583,0,221,0,0,60,4522,584,2010
Mississippi,YALOBUSHA,833,4924,3069,0,98,0,0,89,1668,276,2010
Mississippi,YAZOO,1742,9049,3657,0,211,0,0,150,5032,596,2010
Montana,BEAVERHEAD,907,3517,2013,0,256,0,0,83,1164,240,2010
Montana,BIG HORN,1061,2870,1435,0,81,0,0,116,1238,203,2010
Montana,BLAINE,537,3176,2144,0,45,0,0,5,981,159,2010
Montana,BROADWATER,418,6524,2493,0,51,0,0,12,3967,364,2010
Montana,CARBON,932,4492,2395,0,156,0,0,99,1843,309,2010
Montana,CARTER,82,452,247,0,23,0,0,12,170,35,2010
Montana,CASCADE,10604,60486,38555,0,4207,0,0,1205,16518,3254,2010
Montana,CHOUTEAU,489,2459,1331,0,110,0,0,13,1006,183,2010
Montana,CUSTER,1300,9803,3185,0,125,0,0,96,6397,476,2010
Montana,DANIELS,215,673,390,0,5,0,0,67,212,62,2010
Montana,DAWSON,888,3602,1750,0,137,0,0,117,1597,237,2010
Montana,DEER LODGE,1192,5515,2454,0,95,0,0,48,2919,435,2010
Montana,FALLON,185,733,331,0,35,0,0,8,359,58,2010
Montana,FERGUS,1372,6210,3383,0,143,0,0,33,2651,454,2010
Montana,FLATHEAD,10351,40349,22126,0,1470,0,0,565,16189,3185,2010
Montana,GALLATIN,6466,26089,13194,0,4154,0,0,385,8356,1603,2010
Montana,GARFIELD,125,512,142,0,20,0,0,1,349,32,2010
Montana,GLACIER,880,4600,2630,0,173,0,0,10,1788,304,2010
Montana,GOLDEN VALLEY,102,581,430,0,1,0,0,14,135,24,2010
Montana,GRANITE,387,1971,904,0,36,0,0,28,1003,138,2010
Montana,HILL,1438,7647,3731,0,316,0,0,158,3443,462,2010
Montana,JEFFERSON,1389,7904,3858,0,204,0,0,91,3752,501,2010
Montana,JUDITH BASIN,234,1326,828,0,41,0,0,57,401,69,2010
Montana,LAKE,3560,11803,6507,0,439,0,0,174,4684,908,2010
Montana,LEWIS AND CLARK,6578,69915,23275,5134,1944,0,8196,215,31149,3168,2010
Montana,LIBERTY,133,665,399,0,12,0,0,4,250,41,2010
Montana,LINCOLN,2540,12917,8248,0,272,0,0,40,4358,979,2010
Montana,MC CONE,164,342,137,0,18,0,0,4,183,62,2010
Montana,MADISON,1047,3392,1750,0,87,0,0,54,1501,294,2010
Montana,MEAGHER,219,1667,758,0,11,0,0,1,896,115,2010
Montana,MINERAL,587,2761,1749,0,43,0,0,54,915,172,2010
Montana,MISSOULA,9800,41800,19921,0,4984,0,0,765,16130,2631,2010
Montana,MUSSELSHELL,587,3719,1980,0,96,0,0,12,1631,214,2010
Montana,PARK,1906,5744,3513,0,241,0,0,68,1921,428,2010
Montana,PETROLEUM,55,198,139,0,0,0,0,11,48,16,2010
Montana,PHILLIPS,315,1590,794,0,43,0,0,58,696,143,2010
Montana,PONDERA,560,2753,1531,0,19,0,0,112,1092,207,2010
Montana,POWDER RIVER,115,730,316,0,19,0,0,4,392,60,2010
Montana,POWELL,1074,4889,2542,0,155,0,0,49,2143,295,2010
Montana,PRAIRIE,162,834,379,0,0,0,0,4,451,80,2010
Montana,RAVALLI,5845,25768,14614,0,774,0,0,453,9926,1467,2010
Montana,RICHLAND,811,2580,1606,0,81,0,0,68,826,222,2010
Montana,ROOSEVELT,874,2472,1251,0,125,0,0,36,1059,205,2010
Montana,ROSEBUD,845,3234,1680,0,158,0,0,9,1387,124,2010
Montana,SANDERS,1566,9172,5847,0,166,0,0,18,3142,511,2010
Montana,SHERIDAN,268,753,435,0,19,0,0,3,296,60,2010
Montana,SILVER BOW,3542,18921,8318,0,1084,0,0,275,9245,1347,2010
Montana,STILLWATER,873,4330,2032,0,137,0,0,30,2132,285,2010
Montana,SWEET GRASS,425,1764,1086,0,26,0,0,14,639,131,2010
Montana,TETON,601,3015,1847,0,86,0,0,24,1057,216,2010
Montana,TOOLE,519,1802,877,0,49,0,0,35,841,167,2010
Montana,TREASURE,84,961,89,0,0,0,0,5,867,137,2010
Montana,VALLEY,659,3146,1581,0,47,0,0,48,1470,310,2010
Montana,WHEATLAND,153,1096,682,0,0,0,0,33,381,90,2010
Montana,WIBAUX,118,345,171,0,0,0,0,0,174,35,2010
Montana,YELLOWSTONE,13875,59163,29235,0,3045,0,0,1010,25873,3925,2010
North Carolina,ALAMANCE,11227,44533,19637,0,2050,0,0,807,22039,2329,2010
North Carolina,ALEXANDER,2953,10885,5384,0,298,0,0,165,5037,798,2010
North Carolina,ALLEGHANY,1173,3506,2100,0,49,0,0,40,1317,267,2010
North Carolina,ANSON,2010,7464,4156,0,171,0,0,41,3096,477,2010
North Carolina,ASHE,2549,8518,5455,0,174,0,0,133,2757,652,2010
North Carolina,AVERY,1397,5875,2630,0,231,0,0,29,2984,481,2010
North Carolina,BEAUFORT,4537,20302,12626,0,806,0,0,351,6519,1013,2010
North Carolina,BERTIE,1162,5521,3322,0,155,0,0,25,2020,246,2010
North Carolina,BLADEN,2902,15618,9590,0,560,0,0,257,5210,744,2010
North Carolina,BRUNSWICK,12982,42837,29164,0,2167,0,0,658,10848,2643,2010
North Carolina,BUNCOMBE,21398,136748,49852,1936,4152,0,6618,2204,71987,6622,2010
North Carolina,BURKE,7461,34254,16858,0,1032,0,0,301,16063,2348,2010
North Carolina,CABARRUS,12387,51339,24012,0,4029,0,0,546,22752,3504,2010
North Carolina,CALDWELL,6941,29550,15012,0,989,0,0,209,13339,1949,2010
North Carolina,CAMDEN,1163,6382,4272,0,878,0,0,38,1194,153,2010
North Carolina,CARTERET,9290,48302,32775,0,2592,0,0,809,12126,2223,2010
North Carolina,CASWELL,2283,11203,5215,0,1397,0,0,117,4474,510,2010
North Carolina,CATAWBA,11750,49757,23670,0,2454,0,0,594,23038,3573,2010
North Carolina,CHATHAM,5255,15842,7901,0,1410,0,0,457,6074,781,2010
North Carolina,CHEROKEE,2940,15206,8102,0,217,0,0,187,6700,845,2010
North Carolina,CHOWAN,1379,5877,3665,0,271,0,0,61,1880,209,2010
North Carolina,CLAY,1143,5495,2928,0,107,0,0,43,2417,352,2010
North Carolina,CLEVELAND,8759,35757,18569,0,1562,0,0,446,15180,2130,2010
North Carolina,COLUMBUS,4369,23414,14255,0,775,0,0,221,8163,1230,2010
North Carolina,CRAVEN,12528,66230,45737,0,6586,0,369,1068,12469,2054,2010
North Carolina,CUMBERLAND,44783,405317,258884,0,47002,0,2658,3357,93416,16174,2010
North Carolina,CURRITUCK,3260,11047,7629,0,1494,0,0,97,1827,317,2010
North Carolina,DARE,4168,7441,5224,0,256,0,0,224,1736,326,2010
North Carolina,DAVIDSON,13522,45770,21497,0,1967,0,0,693,21613,3407,2010
North Carolina,DAVIE,3251,12528,6219,0,482,0,0,399,5429,937,2010
North Carolina,DUPLIN,3768,20109,11743,0,1082,0,0,169,7115,988,2010
North Carolina,DURHAM,16883,162393,38756,17244,6269,0,9243,1086,89796,4280,2010
North Carolina,EDGECOMBE,3383,19657,12099,0,796,0,0,264,6498,916,2010
North Carolina,FORSYTH,23797,153335,51927,81,8618,0,52008,1827,38874,6361,2010
North Carolina,FRANKLIN,4342,19082,9398,0,1016,0,0,147,8521,879,2010
North Carolina,GASTON,17778,61188,30973,0,3277,0,0,887,26052,4226,2010
North Carolina,GATES,999,4621,2952,0,378,0,0,47,1244,181,2010
North Carolina,GRAHAM,762,3675,1806,0,69,0,0,34,1766,202,2010
North Carolina,GRANVILLE,4351,19622,9292,0,1316,0,0,116,8897,882,2010
North Carolina,GREENE,1678,7713,5002,0,476,0,0,52,2183,306,2010
North Carolina,GUILFORD,33644,121854,62103,0,12020,0,0,2126,45605,6624,2010
North Carolina,HALIFAX,4118,21592,12657,0,609,0,0,120,8205,931,2010
North Carolina,HARNETT,11488,65534,39119,0,7135,0,0,711,18568,3005,2010
North Carolina,HAYWOOD,6862,30521,16982,0,986,0,0,293,12260,1631,2010
North Carolina,HENDERSON,11421,40573,20146,0,1084,0,0,1070,18272,2463,2010
North Carolina,HERTFORD,1654,9506,5338,0,390,0,0,17,3760,347,2010
North Carolina,HOKE,4201,37833,23433,0,6284,0,0,347,7769,1584,2010
North Carolina,HYDE,353,1848,1307,0,68,0,0,11,462,55,2010
North Carolina,IREDELL,12562,44860,20794,0,2570,0,0,917,20579,3324,2010
North Carolina,JACKSON,3547,14495,8306,0,856,0,0,288,5044,772,2010
North Carolina,JOHNSTON,12886,51895,29183,0,3924,0,0,443,18346,2489,2010
North Carolina,JONES,1051,7453,4960,0,394,0,0,35,2064,220,2010
North Carolina,LEE,5143,24858,15086,0,3094,0,0,281,6397,1065,2010
North Carolina,LENOIR,4974,29454,19070,0,1183,0,0,354,8847,1279,2010
North Carolina,LINCOLN,5664,21342,8967,0,807,0,0,120,11448,1632,2010
North Carolina,MC DOWELL,3858,26530,11880,0,486,0,0,146,14018,1567,2010
North Carolina,MACON,4178,18892,9634,0,349,0,0,135,8775,1242,2010
North Carolina,MADISON,1857,9135,4516,0,243,0,0,63,4313,518,2010
North Carolina,MARTIN,1949,10307,6125,0,351,0,0,48,3783,523,2010
North Carolina,MECKLENBURG,54792,195547,91991,0,23341,0,0,3712,76503,12003,2010
North Carolina,MITCHELL,1296,8424,4020,0,238,0,0,40,4126,487,2010
North Carolina,MONTGOMERY,2217,11809,5424,0,1451,0,0,162,4772,644,2010
North Carolina,MOORE,10765,38791,25632,0,3327,0,0,1426,8405,1836,2010
North Carolina,NASH,8080,33954,19285,0,1455,0,0,355,12859,1512,2010
North Carolina,NEW HANOVER,19078,64759,39823,0,9105,0,37,1874,13919,3180,2010
North Carolina,NORTHAMPTON,1599,8048,4505,0,164,0,0,10,3369,380,2010
North Carolina,ONSLOW,17832,170218,128626,0,21943,0,0,1504,18145,4202,2010
North Carolina,ORANGE,7697,28053,12559,0,3116,0,0,925,11452,1187,2010
North Carolina,PAMLICO,1473,7737,4690,0,383,0,0,136,2529,319,2010
North Carolina,PASQUOTANK,4050,18906,12077,0,2725,0,0,389,3715,557,2010
North Carolina,PENDER,6163,22659,14787,0,2246,0,0,218,5407,1051,2010
North Carolina,PERQUIMANS,1590,5750,3630,0,425,0,0,107,1588,216,2010
North Carolina,PERSON,3407,16081,7224,0,531,0,0,162,8164,794,2010
North Carolina,PITT,10643,55073,34084,0,6314,0,0,638,14036,2128,2010
North Carolina,POLK,2728,7298,3967,0,188,0,0,170,2974,483,2010
North Carolina,RANDOLPH,11102,44373,22193,0,3672,0,0,453,18054,2529,2010
North Carolina,RICHMOND,3836,27299,16806,0,876,0,0,213,9403,1535,2010
North Carolina,ROBESON,8958,47130,27571,0,2761,0,0,454,16343,2599,2010
North Carolina,ROCKINGHAM,8814,27891,15278,0,1115,0,0,292,11205,1645,2010
North Carolina,ROWAN,12054,113949,34505,1542,2149,0,16713,437,58603,4781,2010
North Carolina,RUTHERFORD,5686,33519,16366,0,774,0,0,190,16188,1945,2010
North Carolina,SAMPSON,4562,29297,17221,0,911,0,0,244,10921,1535,2010
North Carolina,SCOTLAND,3115,16170,9432,0,1842,0,0,191,4704,830,2010
North Carolina,STANLY,4967,18162,9025,0,708,0,0,219,8210,1235,2010
North Carolina,STOKES,4266,12497,7028,0,529,0,0,87,4853,862,2010
North Carolina,SURRY,5517,26694,14687,0,740,0,0,393,10874,1911,2010
North Carolina,SWAIN,1359,7395,4552,0,71,0,0,69,2704,313,2010
North Carolina,TRANSYLVANIA,3641,13100,7448,0,222,0,0,456,4973,793,2010
North Carolina,TYRRELL,347,821,535,0,26,0,0,39,220,38,2010
North Carolina,UNION,12034,40039,20336,0,3281,0,0,520,15902,2463,2010
North Carolina,VANCE,3001,17945,8406,0,631,0,0,116,8792,907,2010
North Carolina,WAKE,53024,187031,93400,84,26011,0,20,3719,63797,8957,2010
North Carolina,WARREN,1695,10727,4793,0,190,0,0,462,5282,477,2010
North Carolina,WASHINGTON,972,4829,2828,0,216,0,0,52,1733,192,2010
North Carolina,WATAUGA,3663,11804,6229,0,1580,0,0,188,3807,774,2010
North Carolina,WAYNE,13629,68697,46285,0,5956,0,0,873,15583,2567,2010
North Carolina,WILKES,5045,23388,13655,0,631,0,0,240,8862,1546,2010
North Carolina,WILSON,6079,30298,18696,0,1287,0,0,404,9911,1232,2010
North Carolina,YADKIN,3088,10952,5367,0,352,0,0,127,5106,866,2010
North Carolina,YANCEY,2005,9941,5615,0,114,0,0,35,4176,551,2010
North Dakota,ADAMS,194,976,476,0,27,0,0,14,459,96,2010
North Dakota,BARNES,1056,4919,2107,0,126,0,0,56,2629,392,2010
North Dakota,BENSON,383,2242,1349,0,22,0,0,12,859,135,2010
North Dakota,BILLINGS,118,345,168,0,5,0,0,1,172,24,2010
North Dakota,BOTTINEAU,696,2081,1167,0,85,0,0,24,805,205,2010
North Dakota,BOWMAN,217,1034,446,0,36,0,0,18,535,121,2010
North Dakota,BURKE,187,611,324,0,21,0,0,18,247,67,2010
North Dakota,BURLEIGH,6846,22135,12836,0,1795,0,0,398,7106,1930,2010
North Dakota,CASS,9934,73887,24777,624,4414,0,6770,686,36616,3978,2010
North Dakota,CAVALIER,454,1307,509,0,40,0,0,7,751,147,2010
North Dakota,DICKEY,459,1726,887,0,144,0,0,25,670,129,2010
North Dakota,DIVIDE,214,532,296,0,8,0,0,5,223,72,2010
North Dakota,DUNN,284,1277,695,0,74,0,0,3,505,88,2010
North Dakota,EDDY,204,766,487,0,4,0,0,18,257,62,2010
North Dakota,EMMONS,327,1224,679,0,3,0,0,1,541,145,2010
North Dakota,FOSTER,259,824,384,0,37,0,0,10,393,79,2010
North Dakota,GOLDEN VALLEY,200,365,136,0,2,0,0,24,204,41,2010
North Dakota,GRAND FORKS,6542,25115,13557,0,3495,0,0,632,7431,1598,2010
North Dakota,GRANT,250,863,385,0,17,0,0,42,418,80,2010
North Dakota,GRIGGS,235,1478,691,0,8,0,0,22,758,104,2010
North Dakota,HETTINGER,307,770,453,0,15,0,0,5,297,69,2010
North Dakota,KIDDER,233,1193,600,0,5,0,0,1,588,78,2010
North Dakota,LA MOURE,310,997,454,0,26,0,0,36,481,118,2010
North Dakota,LOGAN,162,741,460,0,17,0,0,1,263,89,2010
North Dakota,MC HENRY,567,2274,1240,0,102,0,0,22,911,167,2010
North Dakota,MC INTOSH,189,1118,512,0,1,0,0,1,605,92,2010
North Dakota,MC KENZIE,555,1510,862,0,21,0,0,1,626,139,2010
North Dakota,MC LEAN,844,3107,1911,0,82,0,0,54,1061,299,2010
North Dakota,MERCER,851,1640,942,0,48,0,0,82,568,179,2010
North Dakota,MORTON,2456,8956,5066,0,484,0,0,149,3257,744,2010
North Dakota,MOUNTRAIL,611,2646,1507,0,69,0,0,25,1045,190,2010
North Dakota,NELSON,397,1823,1015,0,42,0,0,38,728,156,2010
North Dakota,OLIVER,148,548,385,0,36,0,0,5,122,43,2010
North Dakota,PEMBINA,878,2791,1591,0,105,0,0,84,1011,253,2010
North Dakota,PIERCE,470,1191,772,0,66,0,0,8,345,114,2010
North Dakota,RAMSEY,704,3881,2092,0,147,0,0,125,1516,351,2010
North Dakota,RANSOM,505,3103,1312,0,45,0,0,15,1730,208,2010
North Dakota,RENVILLE,281,1053,708,0,36,0,0,20,289,80,2010
North Dakota,RICHLAND,1137,5093,2344,0,229,0,0,25,2494,379,2010
North Dakota,ROLETTE,920,3470,2210,0,186,0,0,23,1051,174,2010
North Dakota,SARGENT,333,1770,818,0,66,0,0,22,864,116,2010
North Dakota,SHERIDAN,154,409,204,0,13,0,0,0,192,49,2010
North Dakota,SIOUX,353,1221,689,0,63,0,0,0,469,59,2010
North Dakota,SLOPE,49,312,126,0,9,0,0,6,171,9,2010
North Dakota,STARK,2109,7079,3435,0,377,0,0,34,3234,701,2010
North Dakota,STEELE,250,898,655,0,46,0,0,6,190,52,2010
North Dakota,STUTSMAN,1773,7716,3770,0,403,0,0,61,3483,619,2010
North Dakota,TOWNER,274,701,419,0,24,0,0,2,256,108,2010
North Dakota,TRAILL,775,4339,1809,0,203,0,0,221,2104,236,2010
North Dakota,WALSH,1138,3662,1658,0,101,0,0,72,1832,346,2010
North Dakota,WARD,5297,24910,16156,0,2972,0,0,273,5511,1561,2010
North Dakota,WELLS,406,1105,618,0,45,0,0,12,430,117,2010
North Dakota,WILLIAMS,1815,5730,3099,0,117,0,0,172,2343,602,2010
Nebraska,ADAMS,2529,15926,9582,0,516,0,0,217,5611,947,2010
Nebraska,ANTELOPE,715,3835,2335,0,130,0,0,13,1357,243,2010
Nebraska,ARTHUR,48,89,30,0,6,0,0,35,18,9,2010
Nebraska,BANNER,63,349,293,0,4,0,0,7,45,13,2010
