State,County/ Congressional District,Veteran Population*,Total Expenditure,Compensation & Pension,Construction,Education & Vocational Rehabilitation/ Employment,Loan Guaranty#,General Operating Expenses,Insurance & Indemnities,Medical Care,Unique Patients**
California,MARIPOSA,2134,9891,4794,0,280,0,0,123,4695,610
California,MENDOCINO,6858,46861,21933,0,1039,0,0,721,23168,2278
California,MERCED,11428,60256,29199,0,4062,0,1835,763,24398,2979
California,MODOC,956,5135,2736,0,86,0,0,74,2238,336
California,MONO,1150,2231,914,0,82,0,0,31,1203,149
California,MONTEREY,19872,137385,71109,0,10724,0,0,2815,52737,6341
California,NAPA,9909,40068,21019,0,2462,0,0,857,15729,1956
California,NEVADA,8991,38544,22069,0,1855,0,0,852,13768,2370
California,ORANGE,127012,501882,224985,0,84698,0,0,14253,177947,21543
California,PLACER,29673,110197,59774,0,13084,0,0,2700,34638,5369
California,PLUMAS,2058,10414,4684,0,290,0,0,170,5271,695
California,RIVERSIDE,133476,727933,345290,2089,119956,0,10858,7930,241810,33278
California,SACRAMENTO,92449,471493,225286,0,56783,0,0,7642,181782,20358
California,SAN BENITO,2680,15097,7561,0,893,0,0,238,6405,784
California,SAN BERNARDINO,112720,585564,252800,10927,74061,0,2634,5411,239732,26590
California,SAN DIEGO,226852,1687511,687540,6959,429945,0,62339,23906,476823,58358
California,SAN FRANCISCO,26336,265957,52002,6796,16781,0,8784,3923,177670,7423
California,SAN JOAQUIN,35836,176644,81007,0,15801,0,0,1793,78043,8619
California,SAN LUIS OBISPO,20986,68701,39276,0,5381,0,0,1985,22058,4682
California,SAN MATEO,28683,191546,46061,105,12816,0,5031,4414,123118,6663
California,SANTA BARBARA,23619,95275,50467,0,10360,0,0,3129,31320,5212
California,SANTA CLARA,61596,440677,112152,55846,28675,0,6836,6241,230927,14419
California,SANTA CRUZ,12059,66573,30410,0,4294,0,0,956,30914,3383
California,SHASTA,16512,117485,64133,0,5062,0,0,1156,47133,6705
California,SIERRA,410,1968,599,0,77,0,0,45,1247,104
California,SISKIYOU,4284,20016,11420,0,563,0,0,366,7667,1543
California,SOLANO,33923,223964,127800,0,27952,0,0,3585,64627,8004
California,SONOMA,29624,141363,61050,0,9430,0,0,3148,67735,6723
California,STANISLAUS,26145,139286,66133,0,11097,0,0,1406,60650,6594
California,SUTTER,6906,34274,20739,0,3181,0,0,485,9869,1371
California,TEHAMA,5720,26841,12423,0,903,0,0,301,13214,1815
California,TRINITY,1526,8517,4163,0,133,0,0,33,4189,543
California,TULARE,18486,93134,48688,0,8723,0,0,1286,34437,5361
California,TUOLUMNE,6301,33224,15240,0,907,0,0,738,16339,2146
California,VENTURA,43665,183175,86064,0,34620,0,0,5250,57241,8348
California,YOLO,9613,46170,23230,0,6737,0,0,935,15268,1858
California,YUBA,6314,38989,20532,0,6425,0,0,440,11591,1474
Colorado,ADAMS,29016,132894,60566,0,20704,0,0,1602,50021,5646
Colorado,ALAMOSA,1013,6033,3613,0,350,0,0,152,1917,398
Colorado,ARAPAHOE,42805,192732,92502,0,29600,0,0,3599,67030,8168
Colorado,ARCHULETA,968,5808,3158,0,218,0,0,91,2341,419
Colorado,BACA,370,1386,725,0,18,0,0,55,588,95
Colorado,BENT,558,4977,2662,0,83,0,0,38,2195,233
Colorado,BOULDER,16584,48768,22981,0,10329,0,0,1590,13868,1995
Colorado,BROOMFIELD,3221,12933,6890,0,2496,0,0,297,3249,500
Colorado,CHAFFEE,1915,6766,4209,0,234,0,0,125,2197,480
Colorado,CHEYENNE,154,306,109,0,0,0,0,20,177,38
Colorado,CLEAR CREEK,865,2040,1080,0,44,0,0,91,825,153
Colorado,CONEJOS,577,3554,2274,0,123,0,0,33,1124,239
Colorado,COSTILLA,321,2870,1643,0,26,0,0,21,1180,199
Colorado,CROWLEY,540,2392,1688,0,49,0,0,1,654,132
Colorado,CUSTER,493,3061,1872,0,59,0,0,23,1107,157
Colorado,DELTA,3085,18861,7514,0,333,0,0,116,10899,1218
Colorado,DENVER,31460,310542,76746,71049,22490,0,28754,2826,108676,8742
Colorado,DOLORES,189,1053,407,0,0,0,0,0,646,53
Colorado,DOUGLAS,20307,58833,32653,0,10566,0,0,1792,13822,2347
Colorado,EAGLE,2167,3534,1588,0,213,0,0,245,1488,262
Colorado,ELBERT,2285,5756,2834,0,676,0,0,67,2179,315
Colorado,EL PASO,76481,533758,327990,0,118420,0,0,5360,81988,15747
Colorado,FREMONT,6844,27720,16751,0,1416,0,0,303,9250,1417
Colorado,GARFIELD,3587,12437,4982,0,679,0,0,249,6529,929
Colorado,GILPIN,416,1680,984,0,62,0,0,7,627,92
Colorado,GRAND,1045,3519,1593,0,98,0,0,143,1684,208
Colorado,GUNNISON,979,2922,1391,0,318,0,0,162,1050,187
Colorado,HINSDALE,74,394,178,0,5,0,0,0,211,15
Colorado,HUERFANO,958,5409,3704,0,96,0,0,28,1581,316
Colorado,JACKSON,158,439,260,0,6,0,0,0,173,30
Colorado,JEFFERSON,41833,192971,76649,23,26948,0,35674,3565,50112,6701
Colorado,KIOWA,123,460,209,0,5,0,0,0,245,27
Colorado,KIT CARSON,663,1646,737,0,88,0,0,24,797,185
Colorado,LAKE,521,1721,1085,0,190,0,0,5,442,85
Colorado,LA PLATA,4194,13868,8214,0,927,0,0,177,4550,1052
Colorado,LARIMER,21606,92327,47758,0,12732,0,0,2013,29823,4858
Colorado,LAS ANIMAS,1419,9846,6230,0,277,0,0,101,3239,562
Colorado,LINCOLN,579,1471,808,0,80,0,0,38,545,85
Colorado,LOGAN,1730,5627,2421,0,212,0,0,21,2973,375
Colorado,MESA,14027,104100,34818,0,4836,0,739,905,62801,5977
Colorado,MINERAL,96,252,117,0,0,0,0,0,135,30
Colorado,MOFFAT,1195,4568,1520,0,196,0,0,105,2747,318
Colorado,MONTEZUMA,2393,8663,4785,0,289,0,0,77,3511,625
Colorado,MONTROSE,3614,18016,7544,0,508,0,0,365,9599,1375
Colorado,MORGAN,1766,5509,2729,0,167,0,0,128,2485,415
Colorado,OTERO,1720,15270,9888,0,537,0,0,90,4755,579
Colorado,OURAY,424,929,307,0,28,0,0,22,572,104
Colorado,PARK,1801,7142,4042,0,232,0,0,6,2862,373
Colorado,PHILLIPS,319,990,405,0,28,0,0,6,552,87
Colorado,PITKIN,930,1324,663,0,13,0,0,103,546,108
Colorado,PROWERS,782,4099,2222,0,126,0,0,27,1725,270
Colorado,PUEBLO,16103,107126,58487,0,6398,0,0,865,41375,4959
Colorado,RIO BLANCO,577,2089,859,0,110,0,0,96,1024,163
Colorado,RIO GRANDE,1086,5852,3703,0,105,0,0,59,1985,386
Colorado,ROUTT,1303,3597,1597,0,250,0,0,184,1565,236
Colorado,SAGUACHE,461,1401,723,0,15,0,0,9,654,154
Colorado,SAN JUAN,86,168,68,0,4,0,0,1,95,23
Colorado,SAN MIGUEL,392,898,368,0,28,0,0,58,444,83
Colorado,SEDGWICK,278,1029,467,0,46,0,0,83,432,98
Colorado,SUMMIT,1257,1975,1114,0,123,0,0,89,649,147
Colorado,TELLER,2991,14804,9857,0,1496,0,0,44,3406,607
Colorado,WASHINGTON,419,1118,584,0,44,0,0,14,477,86
Colorado,WELD,18757,65798,33561,0,8125,0,0,822,23291,3708
Colorado,YUMA,732,1967,1005,0,105,0,0,19,838,129
Connecticut,FAIRFIELD,40593,134331,43615,0,11111,0,0,6547,73058,8809
Connecticut,HARTFORD,53891,210194,80553,9,17542,0,10727,6685,94677,12989
Connecticut,LITCHFIELD,14707,45570,18010,0,3565,0,0,1586,22409,3436
Connecticut,MIDDLESEX,12120,40959,15582,0,3305,0,0,1069,21003,2615
Connecticut,NEW HAVEN,48907,312566,81972,2769,18559,0,3444,5269,200553,14658
Connecticut,NEW LONDON,25397,85494,42642,0,12273,0,0,2001,28579,5082
Connecticut,TOLLAND,10066,28944,12295,0,4374,0,0,714,11561,2017
Connecticut,WINDHAM,9635,31889,15122,0,3373,0,0,649,12744,1902
District of Columbia,DISTRICT OF COLUMBIA,31839,2099018,66819,259398,22122,0,1582239,3618,164821,8710
Delaware,KENT,19104,86022,49091,0,14160,0,0,1484,21287,3528
Delaware,NEW CASTLE,37061,161926,62127,1293,12328,0,4464,2813,78901,7349
Delaware,SUSSEX,22523,61267,34232,0,3309,0,0,1427,22299,3624
Florida,ALACHUA,17499,186016,50436,4338,11349,0,11009,1716,107168,7264
Florida,BAKER,2596,10475,4462,0,499,0,0,181,5333,622
Florida,BAY,22162,119086,81697,0,10200,0,0,1919,25269,5123
Florida,BRADFORD,4028,20020,6702,0,602,0,0,112,12603,974
Florida,BREVARD,66291,365637,214066,0,27854,0,0,6711,117006,21336
Florida,BROWARD,88171,449902,198469,0,56199,0,0,9141,186094,24392
Florida,CALHOUN,1198,6368,3426,0,121,0,0,31,2789,368
Florida,CHARLOTTE,19712,94667,54557,0,2952,0,0,2040,35117,6426
Florida,CITRUS,25730,102916,51013,0,2639,0,0,1452,47813,7864
Florida,CLAY,27955,139300,77208,0,24698,0,0,2277,35118,5820
Florida,COLLIER,27870,75810,42581,0,4748,0,0,3386,25095,6064
Florida,COLUMBIA,7672,81559,26123,0,1759,0,0,296,53381,3553
Florida,DE SOTO,2499,10740,5698,0,277,0,0,283,4482,719
Florida,DIXIE,1610,16306,6549,0,196,0,0,21,9539,861
Florida,DUVAL,97038,426435,213819,0,90117,0,0,7018,115482,20908
Florida,ESCAMBIA,40899,218510,135197,54,21509,0,2162,3967,55621,10239
Florida,FLAGLER,11394,47142,26676,0,3972,0,0,952,15542,3225
Florida,FRANKLIN,1496,5431,2837,0,69,0,0,3,2522,371
Florida,GADSDEN,3806,18780,10224,0,1188,0,0,93,7275,1279
Florida,GILCHRIST,1566,14150,5116,0,325,0,0,155,8555,682
Florida,GLADES,991,4156,1298,0,64,0,0,159,2635,366
Florida,GULF,1772,7267,5032,0,337,0,0,30,1868,437
Florida,HAMILTON,1221,10001,4097,0,166,0,0,121,5617,468
Florida,HARDEE,1493,6551,3044,0,217,0,0,21,3269,362
Florida,HENDRY,1890,11542,5550,0,583,0,0,194,5215,617
Florida,HERNANDO,21700,124968,68746,0,5503,0,0,1597,49121,7720
Florida,HIGHLANDS,10182,53860,28359,0,1302,0,0,1136,23064,3700
Florida,HILLSBOROUGH,94208,811040,286649,69784,85809,0,8937,8078,351783,30126
Florida,HOLMES,2011,14116,10395,0,343,0,0,72,3306,603
Florida,INDIAN RIVER,14449,59735,34218,0,2050,0,0,1799,21669,4711
Florida,JACKSON,5000,26430,16091,0,962,0,0,229,9148,1576
Florida,JEFFERSON,1431,6132,3435,0,250,0,0,127,2321,448
Florida,LAFAYETTE,713,4110,970,0,79,0,0,4,3057,242
Florida,LAKE,32674,156397,81651,0,7309,0,0,3173,64264,11039
Florida,LEE,55153,230689,118342,0,15430,0,0,5406,91511,17311
Florida,LEON,18603,76233,36541,0,10504,0,0,1660,27529,4768
Florida,LEVY,4577,39280,12997,0,745,0,0,147,25390,2185
Florida,LIBERTY,641,2449,1356,0,72,0,0,22,999,161
Florida,MADISON,1852,10962,4719,0,267,0,0,101,5875,574
Florida,MANATEE,30728,134414,71718,0,7703,0,0,2350,52642,9565
Florida,MARION,45806,214215,94859,0,7503,0,0,2562,109291,15450
Florida,MARTIN,14406,65147,31876,0,1969,0,0,1139,30163,5228
Florida,MIAMI-DADE,63517,488576,163769,18001,62575,0,5877,4149,234206,17724
Florida,MONROE,8061,41098,18089,0,4382,0,0,331,18296,2452
Florida,NASSAU,8770,32650,17728,0,3297,0,0,331,11294,1798
Florida,OKALOOSA,31890,180380,129465,0,23861,0,0,2170,24884,5748
Florida,OKEECHOBEE,3213,21860,10445,0,315,0,0,121,10979,1375
Florida,ORANGE,68945,432858,200091,0,68854,0,4,5380,158529,20946
Florida,OSCEOLA,17289,112192,57567,0,11600,0,0,677,42348,5708
Florida,PALM BEACH,80943,485832,184222,7795,30532,0,7734,14118,241431,33447
Florida,PASCO,51126,306870,140564,0,19321,0,0,2642,144344,18054
Florida,PINELLAS,89679,893388,271571,130406,41898,0,110808,8085,330621,32699
Florida,POLK,54295,261227,127069,0,15420,0,0,2935,115803,14522
Florida,PUTNAM,7945,51066,19946,0,1464,0,0,397,29260,3145
Florida,SAINT JOHNS,20193,70302,38942,0,7193,0,121,1359,22687,4668
Florida,SAINT LUCIE,23133,132707,63346,0,6801,0,0,1960,60599,8906
Florida,SANTA ROSA,22440,122444,83184,0,15060,0,0,2007,22194,4699
Florida,SARASOTA,39237,154488,84784,0,7525,0,0,5341,56839,12080
